sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13
les joueurs arrivent au lieu de rendez-vous et met la nappe sur la table,-11.439929962158203,-13.840108871459961,-10.99229907989502,-8.2632417678833,-8.174230575561523,-7.7926926612854
les joueurs arrivent au lieu de rendez-vous et mettent la nappe sur la table,-11.717029571533203,-14.229903221130371,-11.57103157043457,-6.605567932128906,-6.067497253417969,-4.998175144195557
le joueur arrive au lieu de rendez-vous et mettent la nappe sur la table,-12.16052532196045,-14.108638763427734,-11.726334571838379,-10.466060638427734,-9.576366424560547,-8.96531867980957
le chanteur poursuit une nouvelle mission et grandit très rapidement,-12.088335037231445,-12.284448623657227,-13.332378387451172,-9.029608726501465,-10.423501014709473,-10.089895248413086
les chanteurs poursuivent une nouvelle mission et grandit très rapidement,-12.227171897888184,-12.555109024047852,-12.845793724060059,-9.97498607635498,-10.731043815612793,-10.265819549560547
les chanteurs poursuivent une nouvelle mission et grandissent très rapidement,-19.242826461791992,-17.086694717407227,-24.47043228149414,-10.669770240783691,-11.07778549194336,-9.991362571716309
le chanteur poursuit une nouvelle mission et grandissent très rapidement,-21.280978202819824,-18.03295087814331,-25.740222930908203,-17.3730525970459,-14.300294876098633,-13.66178846359253
le chanteur poursuit une nouvelle mission et apprend une nouvelle histoire,-12.578241348266602,-12.40674114227295,-12.294651985168457,-7.717190742492676,-5.861109256744385,-6.884487152099609
les chanteurs poursuivent une nouvelle mission et apprend une nouvelle histoire,-12.307952880859375,-12.834946632385254,-12.408045768737793,-10.564334869384766,-9.942741394042969,-11.330873489379883
les chanteurs poursuivent une nouvelle mission et apprennent une nouvelle histoire,-13.097233772277832,-12.001195907592773,-14.612044334411621,-7.5655741691589355,-9.781564235687256,-9.483736038208008
le chanteur poursuit une nouvelle mission et apprennent une nouvelle histoire,-14.221654891967773,-12.72751235961914,-15.735764503479004,-11.722710132598877,-11.897198677062988,-11.83975601196289
le chanteur poursuit une nouvelle mission et descend les escaliers de la maison,-9.606062889099121,-12.150778770446777,-11.69323444366455,-11.057296752929688,-9.660264015197754,-9.421805381774902
les chanteurs poursuivent une nouvelle mission et descend les escaliers de la maison,-9.157496452331543,-12.83797836303711,-10.843069076538086,-9.067304611206055,-9.506061553955078,-8.580903053283691
les chanteurs poursuivent une nouvelle mission et descendent les escaliers de la maison,-12.305080890655518,-14.58933162689209,-13.653851509094238,-9.152290344238281,-10.79332447052002,-8.664267539978027
le chanteur poursuit une nouvelle mission et descendent les escaliers de la maison,-13.17948865890503,-14.38167142868042,-14.80919599533081,-18.68200159072876,-16.455429077148438,-16.880932331085205
le chanteur poursuit une nouvelle mission et attend le repas chaud,-9.882949829101562,-11.837722778320312,-12.103782653808594,-9.796365737915039,-8.757349014282227,-7.703516006469727
les chanteurs poursuivent une nouvelle mission et attend le repas chaud,-9.736796379089355,-12.57078742980957,-11.392998695373535,-9.653438568115234,-9.194982528686523,-8.667160987854004
les chanteurs poursuivent une nouvelle mission et attendent le repas chaud,-14.373041152954102,-15.269885540008545,-13.299700736999512,-9.66421127319336,-9.326971054077148,-8.817153930664062
le chanteur poursuit une nouvelle mission et attendent le repas chaud,-15.5270676612854,-16.389042377471924,-15.205581665039062,-17.49240207672119,-14.260322570800781,-14.861571311950684
le chanteur poursuit une nouvelle mission et arrive au lieu de rendez-vous,-10.35036563873291,-12.226988792419434,-11.64627742767334,-6.9775004386901855,-5.491512298583984,-6.324426651000977
les chanteurs poursuivent une nouvelle mission et arrive au lieu de rendez-vous,-10.630702018737793,-12.669382095336914,-11.490514755249023,-8.503106117248535,-7.309159278869629,-8.415680885314941
les chanteurs poursuivent une nouvelle mission et arrivent au lieu de rendez-vous,-11.09904956817627,-12.111806869506836,-10.068359375,-7.324531078338623,-5.897533893585205,-5.300564289093018
le chanteur poursuit une nouvelle mission et arrivent au lieu de rendez-vous,-12.59743595123291,-12.431316375732422,-11.631121635437012,-11.372199058532715,-9.547106742858887,-7.784074783325195
le chanteur poursuit une nouvelle mission et met la nappe sur la table,-10.818720817565918,-11.520681381225586,-10.952421188354492,-5.731772422790527,-5.227582931518555,-5.317146301269531
les chanteurs poursuivent une nouvelle mission et met la nappe sur la table,-10.450542449951172,-10.79553508758545,-10.608277320861816,-8.43258285522461,-7.441370010375977,-7.401042461395264
les chanteurs poursuivent une nouvelle mission et mettent la nappe sur la table,-9.693480491638184,-12.035185813903809,-13.496928215026855,-5.417244911193848,-5.243045330047607,-6.050131320953369
le chanteur poursuit une nouvelle mission et mettent la nappe sur la table,-11.064740180969238,-13.495474815368652,-15.24838924407959,-9.637006759643555,-9.301909446716309,-8.83159351348877
le chanteur grandit très rapidement et apprend une nouvelle histoire,-11.920838356018066,-13.453824043273926,-10.078758239746094,-6.689426422119141,-8.199625968933105,-5.445771217346191
les chanteurs grandissent très rapidement et apprend une nouvelle histoire,-11.582554817199707,-13.70167350769043,-9.78132438659668,-10.725601196289062,-10.739062309265137,-10.348058700561523
les chanteurs grandissent très rapidement et apprennent une nouvelle histoire,-11.525551795959473,-12.00794506072998,-10.772080421447754,-7.8271164894104,-8.31017255783081,-7.938868999481201
le chanteur grandit très rapidement et apprennent une nouvelle histoire,-13.946013450622559,-13.8304443359375,-13.941332817077637,-12.52114200592041,-9.554348468780518,-12.015236854553223
le chanteur grandit très rapidement et descend les escaliers de la maison,-10.19696044921875,-10.927518844604492,-8.78905200958252,-8.866645812988281,-8.963276863098145,-9.27961540222168
les chanteurs grandissent très rapidement et descend les escaliers de la maison,-10.338302612304688,-12.672860145568848,-9.660042762756348,-8.021492958068848,-9.178995132446289,-8.65816879272461
les chanteurs grandissent très rapidement et descendent les escaliers de la maison,-12.064465522766113,-13.801312446594238,-11.031105041503906,-8.151529312133789,-9.252540588378906,-8.871487617492676
le chanteur grandit très rapidement et descendent les escaliers de la maison,-14.708276748657227,-14.349205017089844,-10.616808891296387,-15.111915111541748,-11.19925308227539,-15.589859962463379
le chanteur grandit très rapidement et attend le repas chaud,-9.23912239074707,-10.459263801574707,-9.095672607421875,-7.837221145629883,-11.221695899963379,-8.083805084228516
les chanteurs grandissent très rapidement et attend le repas chaud,-8.820577621459961,-11.425947189331055,-8.883069038391113,-8.12494945526123,-9.937265396118164,-7.886070728302002
les chanteurs grandissent très rapidement et attendent le repas chaud,-11.182415008544922,-14.597140312194824,-9.728172302246094,-8.16782283782959,-9.950611114501953,-8.529158115386963
le chanteur grandit très rapidement et attendent le repas chaud,-15.000885486602783,-16.40650510787964,-12.283456802368164,-14.604043960571289,-12.747618675231934,-14.610550880432129
le chanteur grandit très rapidement et arrive au lieu de rendez-vous,-9.078222274780273,-10.059768676757812,-7.3368682861328125,-4.925003528594971,-7.641018867492676,-4.480331897735596
les chanteurs grandissent très rapidement et arrive au lieu de rendez-vous,-9.359944343566895,-11.491790771484375,-7.207589149475098,-7.886267185211182,-8.897336959838867,-7.9798102378845215
les chanteurs grandissent très rapidement et arrivent au lieu de rendez-vous,-9.721144676208496,-11.229640007019043,-9.506752967834473,-6.6862993240356445,-8.460845947265625,-6.440402507781982
le chanteur grandit très rapidement et arrivent au lieu de rendez-vous,-10.772014617919922,-10.987730979919434,-9.062868118286133,-10.815086364746094,-11.373648643493652,-10.71185302734375
le chanteur grandit très rapidement et met la nappe sur la table,-11.424104690551758,-12.001143455505371,-9.949066162109375,-6.429190158843994,-7.680218696594238,-5.870076656341553
les chanteurs grandissent très rapidement et met la nappe sur la table,-10.471004486083984,-13.153369903564453,-10.684422492980957,-9.065448760986328,-8.798988342285156,-9.158278465270996
les chanteurs grandissent très rapidement et mettent la nappe sur la table,-10.411083221435547,-13.221153259277344,-13.136250495910645,-6.870810508728027,-7.173524379730225,-5.415809631347656
le chanteur grandit très rapidement et mettent la nappe sur la table,-12.398448944091797,-13.30426025390625,-13.70991325378418,-10.178443908691406,-9.868587493896484,-9.685805320739746
le chanteur apprend une nouvelle histoire et descend les escaliers de la maison,-11.861763000488281,-11.491327285766602,-11.481907844543457,-11.413032531738281,-8.485520362854004,-8.734851837158203
les chanteurs apprennent une nouvelle histoire et descend les escaliers de la maison,-11.122257232666016,-12.10755729675293,-11.329939842224121,-10.099766731262207,-8.48103141784668,-8.19312858581543
les chanteurs apprennent une nouvelle histoire et descendent les escaliers de la maison,-14.066479206085205,-12.83939266204834,-14.114100933074951,-10.3330659866333,-10.54781436920166,-9.248854637145996
le chanteur apprend une nouvelle histoire et descendent les escaliers de la maison,-15.901257038116455,-13.585164070129395,-14.76711893081665,-18.356627941131592,-15.93979549407959,-15.839875221252441
le chanteur apprend une nouvelle histoire et attend le repas chaud,-9.267241477966309,-12.844019889831543,-11.034134864807129,-9.711941719055176,-7.749904155731201,-8.152115821838379
les chanteurs apprennent une nouvelle histoire et attend le repas chaud,-9.97704792022705,-12.053587913513184,-10.534515380859375,-10.689064979553223,-9.126994132995605,-10.594079971313477
les chanteurs apprennent une nouvelle histoire et attendent le repas chaud,-13.332649230957031,-15.789503574371338,-14.897490501403809,-10.918583869934082,-9.846223831176758,-10.91256332397461
le chanteur apprend une nouvelle histoire et attendent le repas chaud,-15.393430709838867,-18.807738780975342,-16.370977878570557,-17.80605411529541,-13.953910827636719,-15.116302013397217
le chanteur apprend une nouvelle histoire et arrive au lieu de rendez-vous,-10.604662895202637,-12.104121208190918,-10.165851593017578,-8.150432586669922,-7.7063446044921875,-7.796939849853516
les chanteurs apprennent une nouvelle histoire et arrive au lieu de rendez-vous,-10.646062850952148,-12.03166389465332,-10.865955352783203,-11.486629486083984,-11.151330947875977,-11.156597137451172
les chanteurs apprennent une nouvelle histoire et arrivent au lieu de rendez-vous,-11.661839485168457,-12.281886100769043,-10.772806167602539,-10.67034912109375,-10.645583152770996,-9.265642166137695
le chanteur apprend une nouvelle histoire et arrivent au lieu de rendez-vous,-12.802614212036133,-13.355344772338867,-12.432857513427734,-12.495898246765137,-11.186765670776367,-10.260757446289062
le chanteur apprend une nouvelle histoire et met la nappe sur la table,-11.844043731689453,-12.792076110839844,-11.345908164978027,-6.6058783531188965,-6.481725692749023,-6.557478904724121
les chanteurs apprennent une nouvelle histoire et met la nappe sur la table,-12.77222728729248,-12.841984748840332,-11.971868515014648,-9.50361442565918,-9.069709777832031,-9.618180274963379
les chanteurs apprennent une nouvelle histoire et mettent la nappe sur la table,-11.966394424438477,-12.443331718444824,-13.15464973449707,-8.27474594116211,-8.965751647949219,-9.06264877319336
le chanteur apprend une nouvelle histoire et mettent la nappe sur la table,-12.341485977172852,-13.954573631286621,-15.580697059631348,-10.5244722366333,-10.194568634033203,-10.277507781982422
le chanteur descend les escaliers de la maison et attend le repas chaud,-9.454397201538086,-12.247725486755371,-8.982898712158203,-8.790633201599121,-8.711767196655273,-8.043930053710938
les chanteurs descendent les escaliers de la maison et attend le repas chaud,-8.940869331359863,-11.597038269042969,-8.738004684448242,-8.340412139892578,-8.71856689453125,-8.607276916503906
les chanteurs descendent les escaliers de la maison et attendent le repas chaud,-10.828108787536621,-15.268857955932617,-9.38363265991211,-8.354068756103516,-8.733213424682617,-8.926542282104492
le chanteur descend les escaliers de la maison et attendent le repas chaud,-12.901350498199463,-18.441790103912354,-11.061840057373047,-15.50809383392334,-13.033479690551758,-14.63332462310791
le chanteur descend les escaliers de la maison et arrive au lieu de rendez-vous,-11.54588794708252,-13.680781364440918,-10.789785385131836,-7.7054829597473145,-7.306203365325928,-6.051845073699951
les chanteurs descendent les escaliers de la maison et arrive au lieu de rendez-vous,-11.14341926574707,-12.990218162536621,-10.287701606750488,-8.758024215698242,-8.488628387451172,-8.449857711791992
les chanteurs descendent les escaliers de la maison et arrivent au lieu de rendez-vous,-10.780210494995117,-13.169148445129395,-8.302419662475586,-7.5959367752075195,-6.458033561706543,-6.948553085327148
le chanteur descend les escaliers de la maison et arrivent au lieu de rendez-vous,-12.496952056884766,-14.044585227966309,-9.580601692199707,-10.670997619628906,-7.748922348022461,-8.177042007446289
le chanteur descend les escaliers de la maison et met la nappe sur la table,-11.299560546875,-14.270179748535156,-11.24284553527832,-6.319270610809326,-6.946743011474609,-5.842808246612549
les chanteurs descendent les escaliers de la maison et met la nappe sur la table,-10.85615062713623,-13.591805458068848,-10.926886558532715,-8.848793029785156,-8.984382629394531,-7.837258338928223
les chanteurs descendent les escaliers de la maison et mettent la nappe sur la table,-10.42408561706543,-14.305257797241211,-11.532821655273438,-6.500532627105713,-5.727593421936035,-6.04846715927124
le chanteur descend les escaliers de la maison et mettent la nappe sur la table,-11.957779884338379,-15.37181282043457,-13.230268478393555,-9.490350723266602,-8.066422462463379,-7.794766902923584
le chanteur attend le repas chaud et arrive au lieu de rendez-vous,-8.393136024475098,-11.342576026916504,-6.420233249664307,-6.573857307434082,-6.941195011138916,-6.565474510192871
les chanteurs attendent le repas chaud et arrive au lieu de rendez-vous,-7.767941951751709,-10.685356140136719,-7.354501724243164,-7.762617588043213,-8.848671913146973,-8.527610778808594
les chanteurs attendent le repas chaud et arrivent au lieu de rendez-vous,-8.050960540771484,-11.721896171569824,-6.997764587402344,-7.229596138000488,-9.756385803222656,-8.42816162109375
le chanteur attend le repas chaud et arrivent au lieu de rendez-vous,-9.892857551574707,-12.702024459838867,-8.933733940124512,-9.174471855163574,-12.804222106933594,-10.430167198181152
le chanteur attend le repas chaud et met la nappe sur la table,-9.557411193847656,-12.345645904541016,-9.215255737304688,-5.934558868408203,-5.981544494628906,-5.994740962982178
les chanteurs attendent le repas chaud et met la nappe sur la table,-8.777870178222656,-12.081981658935547,-9.433785438537598,-7.937388896942139,-7.933343410491943,-7.061205863952637
les chanteurs attendent le repas chaud et mettent la nappe sur la table,-8.148102760314941,-12.642452239990234,-10.30391788482666,-5.942031383514404,-8.180843353271484,-6.080287456512451
le chanteur attend le repas chaud et mettent la nappe sur la table,-9.670820236206055,-14.217296600341797,-12.962221145629883,-7.90791130065918,-11.464812278747559,-8.224788665771484
le chanteur arrive au lieu de rendez-vous et met la nappe sur la table,-11.867956161499023,-13.65128231048584,-11.224194526672363,-6.06358528137207,-5.654972076416016,-6.347957134246826
les chanteurs arrivent au lieu de rendez-vous et met la nappe sur la table,-11.630066871643066,-14.245414733886719,-11.170797348022461,-7.890496730804443,-8.010214805603027,-7.628043174743652
les chanteurs arrivent au lieu de rendez-vous et mettent la nappe sur la table,-11.89107608795166,-14.132827758789062,-11.366247177124023,-6.602565288543701,-5.695512771606445,-4.746647834777832
le chanteur arrive au lieu de rendez-vous et mettent la nappe sur la table,-12.45808219909668,-13.970108032226562,-11.702357292175293,-9.89462947845459,-9.365506172180176,-8.238304138183594
le capitaine poursuit une nouvelle mission et grandit très rapidement,-12.70530891418457,-12.077338218688965,-13.73744010925293,-9.162549018859863,-9.199823379516602,-10.187079429626465
les capitaines poursuivent une nouvelle mission et grandit très rapidement,-12.742725372314453,-11.546342849731445,-13.135665893554688,-11.224209785461426,-11.182916641235352,-11.0718412399292
les capitaines poursuivent une nouvelle mission et grandissent très rapidement,-20.167959213256836,-19.3991117477417,-23.924502849578857,-10.17607307434082,-11.555079460144043,-10.265290260314941
le capitaine poursuit une nouvelle mission et grandissent très rapidement,-20.23303508758545,-17.340336322784424,-23.881328582763672,-17.476889610290527,-13.845463752746582,-13.339204788208008
le capitaine poursuit une nouvelle mission et apprend une nouvelle histoire,-14.865316390991211,-12.840051651000977,-12.580723762512207,-8.426830291748047,-7.287699222564697,-7.740687370300293
les capitaines poursuivent une nouvelle mission et apprend une nouvelle histoire,-13.28062629699707,-11.639589309692383,-12.620640754699707,-11.691923141479492,-11.668540000915527,-11.936986923217773
les capitaines poursuivent une nouvelle mission et apprennent une nouvelle histoire,-14.370036125183105,-11.304617881774902,-15.238334655761719,-8.020458221435547,-10.33305835723877,-9.147254943847656
le capitaine poursuit une nouvelle mission et apprennent une nouvelle histoire,-16.00507354736328,-13.234471321105957,-15.729239463806152,-12.783567428588867,-12.410226821899414,-12.840738296508789
le capitaine poursuit une nouvelle mission et descend les escaliers de la maison,-9.855104446411133,-11.68569278717041,-12.766074180603027,-9.953095436096191,-9.677751541137695,-8.174755096435547
les capitaines poursuivent une nouvelle mission et descend les escaliers de la maison,-9.252569198608398,-10.851853370666504,-11.168381690979004,-9.170000076293945,-10.315690994262695,-8.986761093139648
les capitaines poursuivent une nouvelle mission et descendent les escaliers de la maison,-12.790143966674805,-13.179731845855713,-12.941019058227539,-9.251910209655762,-11.063773155212402,-9.341340065002441
le capitaine poursuit une nouvelle mission et descendent les escaliers de la maison,-14.10231876373291,-14.224477767944336,-15.590049266815186,-17.79612445831299,-16.0366153717041,-16.204078674316406
le capitaine poursuit une nouvelle mission et attend le repas chaud,-10.576171875,-11.464598655700684,-13.054553031921387,-9.850510597229004,-8.805633544921875,-7.983554363250732
les capitaines poursuivent une nouvelle mission et attend le repas chaud,-10.154261589050293,-12.110245704650879,-12.510924339294434,-10.030131340026855,-9.83737850189209,-8.807265281677246
les capitaines poursuivent une nouvelle mission et attendent le repas chaud,-14.677251815795898,-15.845438003540039,-13.993109703063965,-10.0475435256958,-9.980657577514648,-9.136353492736816
le capitaine poursuit une nouvelle mission et attendent le repas chaud,-17.689193725585938,-16.807623386383057,-16.120663166046143,-17.091956615447998,-13.791714191436768,-15.750828266143799
le capitaine poursuit une nouvelle mission et arrive au lieu de rendez-vous,-11.355961799621582,-12.75456714630127,-11.491416931152344,-6.473757266998291,-4.976263999938965,-5.601985931396484
les capitaines poursuivent une nouvelle mission et arrive au lieu de rendez-vous,-10.772034645080566,-11.588863372802734,-11.259054183959961,-8.259620666503906,-6.983190059661865,-8.126354217529297
les capitaines poursuivent une nouvelle mission et arrivent au lieu de rendez-vous,-11.507360458374023,-11.153614044189453,-10.56648063659668,-7.4212565422058105,-6.429600715637207,-5.506465435028076
le capitaine poursuit une nouvelle mission et arrivent au lieu de rendez-vous,-13.380712509155273,-12.476218223571777,-11.893917083740234,-11.04700756072998,-9.926674842834473,-7.475629806518555
le capitaine poursuit une nouvelle mission et met la nappe sur la table,-11.503830909729004,-10.958074569702148,-10.625629425048828,-6.133243083953857,-5.548290252685547,-5.248466491699219
les capitaines poursuivent une nouvelle mission et met la nappe sur la table,-11.099410057067871,-10.165618896484375,-10.45809555053711,-7.8727006912231445,-7.636551856994629,-6.986218452453613
les capitaines poursuivent une nouvelle mission et mettent la nappe sur la table,-10.35881519317627,-11.472930908203125,-13.544591903686523,-5.837692737579346,-6.134939670562744,-6.505348205566406
le capitaine poursuit une nouvelle mission et mettent la nappe sur la table,-12.249882698059082,-13.762466430664062,-15.105562210083008,-10.157987594604492,-9.93240737915039,-9.479520797729492
le capitaine grandit très rapidement et apprend une nouvelle histoire,-13.513354301452637,-15.102462768554688,-11.505293846130371,-8.527104377746582,-10.945752143859863,-7.35764741897583
les capitaines grandissent très rapidement et apprend une nouvelle histoire,-12.198211669921875,-12.792732238769531,-11.123233795166016,-11.752060890197754,-11.396210670471191,-10.495623588562012
les capitaines grandissent très rapidement et apprennent une nouvelle histoire,-12.151956558227539,-11.273469924926758,-11.715291976928711,-8.393498420715332,-8.735172271728516,-7.824185371398926
le capitaine grandit très rapidement et apprennent une nouvelle histoire,-16.707911014556885,-14.644266128540039,-14.572002410888672,-13.227876663208008,-11.501005172729492,-11.605175018310547
le capitaine grandit très rapidement et descend les escaliers de la maison,-10.416693687438965,-11.45920181274414,-10.318361282348633,-8.344651222229004,-9.258729934692383,-7.491313934326172
les capitaines grandissent très rapidement et descend les escaliers de la maison,-9.521242141723633,-10.836470603942871,-9.542292594909668,-8.120866775512695,-9.851881980895996,-8.915915489196777
les capitaines grandissent très rapidement et descendent les escaliers de la maison,-11.566368103027344,-11.898518562316895,-10.11947250366211,-8.208747863769531,-9.920952796936035,-9.295299530029297
le capitaine grandit très rapidement et descendent les escaliers de la maison,-15.29508924484253,-16.101593017578125,-12.09818172454834,-14.483312606811523,-10.154173851013184,-12.925655364990234
le capitaine grandit très rapidement et attend le repas chaud,-9.739904403686523,-10.895065307617188,-10.498733520507812,-8.571842193603516,-11.624436378479004,-8.927687644958496
les capitaines grandissent très rapidement et attend le repas chaud,-9.075141906738281,-10.948036193847656,-9.663182258605957,-8.777615547180176,-10.269721984863281,-8.08001708984375
les capitaines grandissent très rapidement et attendent le repas chaud,-10.876998901367188,-14.715124130249023,-10.190862655639648,-8.81185245513916,-10.302900314331055,-9.090678215026855
le capitaine grandit très rapidement et attendent le repas chaud,-16.10747480392456,-17.28584384918213,-12.526411056518555,-15.066346645355225,-12.53183364868164,-15.282993793487549
le capitaine grandit très rapidement et arrive au lieu de rendez-vous,-9.647012710571289,-12.236429214477539,-8.485958099365234,-4.831909656524658,-7.142082214355469,-3.996126651763916
les capitaines grandissent très rapidement et arrive au lieu de rendez-vous,-9.677129745483398,-10.729660987854004,-8.603521347045898,-7.605298042297363,-8.403759956359863,-7.61287260055542
les capitaines grandissent très rapidement et arrivent au lieu de rendez-vous,-9.32375717163086,-9.845568656921387,-8.954830169677734,-7.063122749328613,-7.4019856452941895,-5.995080471038818
le capitaine grandit très rapidement et arrivent au lieu de rendez-vous,-11.252912521362305,-12.073125839233398,-10.099509239196777,-10.853970527648926,-11.742496490478516,-10.314208030700684
le capitaine grandit très rapidement et met la nappe sur la table,-11.832781791687012,-11.648876190185547,-10.08211612701416,-7.370463848114014,-8.941679000854492,-6.286547660827637
les capitaines grandissent très rapidement et met la nappe sur la table,-10.22938060760498,-12.021770477294922,-10.921947479248047,-9.011232376098633,-8.27558708190918,-8.57540225982666
les capitaines grandissent très rapidement et mettent la nappe sur la table,-10.231484413146973,-11.585256576538086,-12.206771850585938,-6.945377826690674,-7.2560882568359375,-5.2759108543396
le capitaine grandit très rapidement et mettent la nappe sur la table,-13.2698335647583,-14.646857261657715,-13.66785717010498,-11.081585884094238,-11.274514198303223,-9.814643859863281
le capitaine apprend une nouvelle histoire et descend les escaliers de la maison,-11.505717277526855,-11.194328308105469,-12.339369773864746,-10.788308143615723,-8.7904052734375,-7.605251789093018
les capitaines apprennent une nouvelle histoire et descend les escaliers de la maison,-10.533573150634766,-10.361955642700195,-11.094474792480469,-10.548466682434082,-9.019444465637207,-8.64484691619873
les capitaines apprennent une nouvelle histoire et descendent les escaliers de la maison,-13.675461292266846,-11.364251136779785,-12.566059112548828,-10.862984657287598,-10.98891830444336,-11.224769592285156
le capitaine apprend une nouvelle histoire et descendent les escaliers de la maison,-16.056314945220947,-14.25964069366455,-14.94007921218872,-18.31546688079834,-16.2588529586792,-14.943796634674072
le capitaine apprend une nouvelle histoire et attend le repas chaud,-10.186761856079102,-12.542379379272461,-12.085217475891113,-9.743351936340332,-7.911197662353516,-8.24239730834961
les capitaines apprennent une nouvelle histoire et attend le repas chaud,-10.59811782836914,-11.53290843963623,-11.20943832397461,-11.38888931274414,-10.210185050964355,-10.371678352355957
les capitaines apprennent une nouvelle histoire et attendent le repas chaud,-13.852585792541504,-16.043565273284912,-13.897234439849854,-11.69037914276123,-10.743568420410156,-11.200304985046387
le capitaine apprend une nouvelle histoire et attendent le repas chaud,-17.411099910736084,-19.77761459350586,-17.379448890686035,-17.83595848083496,-13.970710754394531,-15.531336784362793
le capitaine apprend une nouvelle histoire et arrive au lieu de rendez-vous,-10.888174057006836,-12.790620803833008,-9.846850395202637,-7.521664619445801,-7.317568778991699,-7.312331676483154
les capitaines apprennent une nouvelle histoire et arrive au lieu de rendez-vous,-11.612335205078125,-11.561234474182129,-10.75164794921875,-12.039766311645508,-10.915584564208984,-11.07199764251709
les capitaines apprennent une nouvelle histoire et arrivent au lieu de rendez-vous,-11.768415451049805,-10.860750198364258,-10.611119270324707,-11.334493637084961,-10.65765380859375,-9.150703430175781
le capitaine apprend une nouvelle histoire et arrivent au lieu de rendez-vous,-13.263945579528809,-13.920492172241211,-12.726408958435059,-12.235668182373047,-11.405177116394043,-10.150778770446777
le capitaine apprend une nouvelle histoire et met la nappe sur la table,-11.543009757995605,-12.29285717010498,-10.967949867248535,-6.666838645935059,-6.5056586265563965,-6.084178924560547
les capitaines apprennent une nouvelle histoire et met la nappe sur la table,-13.305265426635742,-12.169886589050293,-11.452546119689941,-9.203641891479492,-8.854209899902344,-9.167387008666992
les capitaines apprennent une nouvelle histoire et mettent la nappe sur la table,-12.147401809692383,-11.448834419250488,-13.155851364135742,-9.44829273223877,-9.533754348754883,-9.18278694152832
le capitaine apprend une nouvelle histoire et mettent la nappe sur la table,-13.157459259033203,-14.846488952636719,-15.35262680053711,-11.147719383239746,-10.293350219726562,-10.870718002319336
le capitaine descend les escaliers de la maison et attend le repas chaud,-9.209392547607422,-12.090921401977539,-10.502799987792969,-9.503486633300781,-9.041704177856445,-8.877036094665527
les capitaines descendent les escaliers de la maison et attend le repas chaud,-9.575979232788086,-12.530427932739258,-10.004329681396484,-8.861296653747559,-9.322396278381348,-8.630661964416504
les capitaines descendent les escaliers de la maison et attendent le repas chaud,-10.985923767089844,-16.886579990386963,-10.499334335327148,-8.87678050994873,-9.352110862731934,-9.202774047851562
le capitaine descend les escaliers de la maison et attendent le repas chaud,-13.430329322814941,-18.850330352783203,-12.631926536560059,-15.760603904724121,-13.009039878845215,-15.157660007476807
le capitaine descend les escaliers de la maison et arrive au lieu de rendez-vous,-10.77856731414795,-14.249151229858398,-12.17348861694336,-7.4022064208984375,-6.476797580718994,-5.7726311683654785
les capitaines descendent les escaliers de la maison et arrive au lieu de rendez-vous,-11.605786323547363,-13.654914855957031,-11.354016304016113,-8.240737915039062,-8.58971118927002,-7.7460126876831055
les capitaines descendent les escaliers de la maison et arrivent au lieu de rendez-vous,-10.879010200500488,-12.652042388916016,-8.92337417602539,-7.317840099334717,-6.121723651885986,-6.835264205932617
le capitaine descend les escaliers de la maison et arrivent au lieu de rendez-vous,-12.341023445129395,-14.211265563964844,-10.804600715637207,-10.806836128234863,-7.893397331237793,-8.941418647766113
le capitaine descend les escaliers de la maison et met la nappe sur la table,-11.070490837097168,-13.581829071044922,-11.439906120300293,-6.861454010009766,-7.577328205108643,-6.617603302001953
les capitaines descendent les escaliers de la maison et met la nappe sur la table,-11.415238380432129,-13.62198543548584,-11.290813446044922,-8.43998908996582,-8.7919921875,-7.230499744415283
les capitaines descendent les escaliers de la maison et mettent la nappe sur la table,-10.93669319152832,-13.700098037719727,-11.564339637756348,-6.799365043640137,-5.884165287017822,-6.243015766143799
le capitaine descend les escaliers de la maison et mettent la nappe sur la table,-12.197930335998535,-15.254083633422852,-13.184334754943848,-10.66015338897705,-8.427199363708496,-8.744465827941895
le capitaine attend le repas chaud et arrive au lieu de rendez-vous,-8.663559913635254,-11.410364151000977,-7.149141311645508,-6.030969142913818,-6.443166255950928,-6.342888355255127
les capitaines attendent le repas chaud et arrive au lieu de rendez-vous,-8.85167407989502,-11.405102729797363,-7.562599182128906,-7.7049880027771,-8.224787712097168,-8.279497146606445
les capitaines attendent le repas chaud et arrivent au lieu de rendez-vous,-7.860824108123779,-10.87536334991455,-7.041502952575684,-7.364349842071533,-8.756118774414062,-8.09439468383789
le capitaine attend le repas chaud et arrivent au lieu de rendez-vous,-9.842601776123047,-12.224467277526855,-8.889720916748047,-9.122230529785156,-12.404241561889648,-10.839070320129395
le capitaine attend le repas chaud et met la nappe sur la table,-9.853169441223145,-10.624772071838379,-8.872081756591797,-6.610365867614746,-6.563777446746826,-6.5768938064575195
les capitaines attendent le repas chaud et met la nappe sur la table,-9.258844375610352,-12.670785903930664,-9.60313606262207,-7.8721418380737305,-7.92603874206543,-6.794240474700928
les capitaines attendent le repas chaud et mettent la nappe sur la table,-8.388370513916016,-12.66367244720459,-10.188108444213867,-6.27267599105835,-8.165282249450684,-5.968094348907471
