sentence,en_childes_best_clm_42,en_childes_best_clm_30,en_childes_best_clm_13,en_wikipedia_best_clm_42,en_wikipedia_best_clm_30,en_wikipedia_best_clm_13
the roommates that the guard admire go,-12.774683952331543,-17.007822036743164,-14.594159126281738,-15.40162181854248,-18.317505836486816,-15.754247665405273
the roommate that the friend likes awaits,-7.596449851989746,-10.771500587463379,-6.4007768630981445,-12.25814151763916,-12.355110168457031,-14.122259616851807
the roommate that the friends likes awaits,-9.383313179016113,-11.48941707611084,-7.326226711273193,-14.936767578125,-11.397626399993896,-15.74948787689209
the roommate that the friends like awaits,-4.821512699127197,-8.363882064819336,-4.5208740234375,-8.786783218383789,-9.121922492980957,-8.129508018493652
the roommate that the friend like awaits,-9.149290084838867,-10.991677284240723,-10.966596603393555,-10.908364295959473,-13.643657684326172,-14.027994155883789
the roommates that the friend likes await,-7.464204788208008,-9.220771789550781,-5.681800365447998,-12.842653274536133,-12.439743041992188,-13.444677352905273
the roommates that the friends likes await,-9.090537071228027,-9.787714004516602,-7.379913806915283,-15.549072265625,-11.939399719238281,-14.97828197479248
the roommates that the friends like await,-4.641245365142822,-6.56590461730957,-4.466367244720459,-8.582850456237793,-9.155075073242188,-7.745636940002441
the roommates that the friend like await,-8.75786304473877,-9.71654224395752,-10.236831665039062,-10.847686767578125,-13.673355102539062,-14.372455596923828
the roommate that the friend hates awaits,-15.342837810516357,-21.938615798950195,-17.001279830932617,-12.952444076538086,-14.35068941116333,-14.340373039245605
the roommate that the friends hates awaits,-13.909385681152344,-19.897581577301025,-15.5433669090271,-14.443695068359375,-14.570064544677734,-18.469711303710938
the roommate that the friends hate awaits,-9.490281105041504,-12.032909393310547,-11.825439453125,-12.237275123596191,-11.266321182250977,-13.207653999328613
the roommate that the friend hate awaits,-14.723785400390625,-17.051111221313477,-16.763559341430664,-11.666089057922363,-12.608860492706299,-11.669065952301025
the roommates that the friend hates await,-15.447215557098389,-19.236062049865723,-15.055971145629883,-12.181818008422852,-14.153868675231934,-14.542372226715088
the roommates that the friends hates await,-14.354824542999268,-18.62316370010376,-14.524761199951172,-13.775821685791016,-14.623164176940918,-18.51651668548584
the roommates that the friends hate await,-9.986970901489258,-11.524500846862793,-11.984437942504883,-11.222219467163086,-11.383363723754883,-12.688904762268066
the roommates that the friend hate await,-15.05800724029541,-16.675037384033203,-16.271263122558594,-10.980396270751953,-12.694249629974365,-11.215973854064941
the roommate that the friend loves awaits,-6.976189613342285,-8.877594947814941,-7.882621765136719,-11.908865928649902,-12.98168659210205,-14.127961158752441
the roommate that the friends loves awaits,-8.622891426086426,-8.407601356506348,-7.822002410888672,-14.567045211791992,-14.68600845336914,-14.140167236328125
the roommate that the friends love awaits,-5.032940864562988,-7.633013725280762,-5.7829132080078125,-11.087200164794922,-11.76062297821045,-13.296102523803711
the roommate that the friend love awaits,-10.927007675170898,-13.29748821258545,-13.817383766174316,-11.685135841369629,-11.142486572265625,-12.168436050415039
the roommates that the friend loves await,-6.691794395446777,-7.636213302612305,-6.477819919586182,-11.342676162719727,-12.49300765991211,-13.822770118713379
the roommates that the friends loves await,-8.092508316040039,-7.334469795227051,-7.331266403198242,-14.012715339660645,-14.581459999084473,-13.90472412109375
the roommates that the friends love await,-4.418639183044434,-6.356560230255127,-5.733508586883545,-10.632421493530273,-11.23306655883789,-12.651642799377441
the roommates that the friend love await,-9.99264907836914,-12.463834762573242,-12.219886779785156,-11.287535667419434,-11.058537483215332,-11.779077529907227
the roommate that the friend admires awaits,-18.201818466186523,-20.110695838928223,-17.526860237121582,-14.762273788452148,-19.322593688964844,-21.990262031555176
the roommate that the friends admires awaits,-18.804895401000977,-18.17650032043457,-14.988198280334473,-16.364876747131348,-15.41882038116455,-21.38591194152832
the roommate that the friends admire awaits,-17.274822235107422,-16.832242965698242,-13.527128219604492,-16.617168426513672,-15.686056137084961,-18.461259841918945
the roommate that the friend admire awaits,-17.009355545043945,-17.476157188415527,-16.02436637878418,-16.97874641418457,-20.693791389465332,-19.51732635498047
the roommates that the friend admires await,-17.680774688720703,-19.82625913619995,-16.4260892868042,-14.542778015136719,-18.785597801208496,-22.63204002380371
the roommates that the friends admires await,-18.463417053222656,-19.52779483795166,-14.77941608428955,-16.013184547424316,-14.73145866394043,-22.43592357635498
the roommates that the friends admire await,-17.041492462158203,-17.935924530029297,-13.192591667175293,-15.659612655639648,-14.811614036560059,-17.597784996032715
the roommates that the friend admire await,-16.61179828643799,-17.555320262908936,-14.87537956237793,-15.836309432983398,-19.539053916931152,-18.46755599975586
the roommate that the friend likes complains,-7.596449851989746,-10.771500587463379,-6.4007768630981445,-12.25814151763916,-12.355110168457031,-14.122259616851807
the roommate that the friends likes complains,-9.383313179016113,-11.48941707611084,-7.326226711273193,-14.936767578125,-11.397626399993896,-15.74948787689209
the roommate that the friends like complains,-4.821512699127197,-8.363882064819336,-4.5208740234375,-8.786783218383789,-9.121922492980957,-8.129508018493652
the roommate that the friend like complains,-9.149290084838867,-10.991677284240723,-10.966596603393555,-10.908364295959473,-13.643657684326172,-14.027994155883789
the roommates that the friend likes complain,-7.464204788208008,-9.220771789550781,-5.681800365447998,-12.842653274536133,-12.439743041992188,-13.444677352905273
the roommates that the friends likes complain,-9.090537071228027,-9.787714004516602,-7.379913806915283,-15.549072265625,-11.939399719238281,-14.97828197479248
the roommates that the friends like complain,-4.641245365142822,-6.56590461730957,-4.466367244720459,-8.582850456237793,-9.155075073242188,-7.745636940002441
the roommates that the friend like complain,-8.75786304473877,-9.71654224395752,-10.236831665039062,-10.847686767578125,-13.673355102539062,-14.372455596923828
the roommate that the friend hates complains,-15.342837810516357,-21.938615798950195,-17.001279830932617,-12.952444076538086,-14.35068941116333,-14.340373039245605
the roommate that the friends hates complains,-13.909385681152344,-19.897581577301025,-15.5433669090271,-14.443695068359375,-14.570064544677734,-18.469711303710938
the roommate that the friends hate complains,-9.490281105041504,-12.032909393310547,-11.825439453125,-12.237275123596191,-11.266321182250977,-13.207653999328613
the roommate that the friend hate complains,-14.723785400390625,-17.051111221313477,-16.763559341430664,-11.666089057922363,-12.608860492706299,-11.669065952301025
the roommates that the friend hates complain,-15.447215557098389,-19.236062049865723,-15.055971145629883,-12.181818008422852,-14.153868675231934,-14.542372226715088
the roommates that the friends hates complain,-14.354824542999268,-18.62316370010376,-14.524761199951172,-13.775821685791016,-14.623164176940918,-18.51651668548584
the roommates that the friends hate complain,-9.986970901489258,-11.524500846862793,-11.984437942504883,-11.222219467163086,-11.383363723754883,-12.688904762268066
the roommates that the friend hate complain,-15.05800724029541,-16.675037384033203,-16.271263122558594,-10.980396270751953,-12.694249629974365,-11.215973854064941
the roommate that the friend loves complains,-6.976189613342285,-8.877594947814941,-7.882621765136719,-11.908865928649902,-12.98168659210205,-14.127961158752441
the roommate that the friends loves complains,-8.622891426086426,-8.407601356506348,-7.822002410888672,-14.567045211791992,-14.68600845336914,-14.140167236328125
the roommate that the friends love complains,-5.032940864562988,-7.633013725280762,-5.7829132080078125,-11.087200164794922,-11.76062297821045,-13.296102523803711
the roommate that the friend love complains,-10.927007675170898,-13.29748821258545,-13.817383766174316,-11.685135841369629,-11.142486572265625,-12.168436050415039
the roommates that the friend loves complain,-6.691794395446777,-7.636213302612305,-6.477819919586182,-11.342676162719727,-12.49300765991211,-13.822770118713379
the roommates that the friends loves complain,-8.092508316040039,-7.334469795227051,-7.331266403198242,-14.012715339660645,-14.581459999084473,-13.90472412109375
the roommates that the friends love complain,-4.418639183044434,-6.356560230255127,-5.733508586883545,-10.632421493530273,-11.23306655883789,-12.651642799377441
the roommates that the friend love complain,-9.99264907836914,-12.463834762573242,-12.219886779785156,-11.287535667419434,-11.058537483215332,-11.779077529907227
the roommate that the friend admires complains,-18.201818466186523,-20.110695838928223,-17.526860237121582,-14.762273788452148,-19.322593688964844,-21.990262031555176
the roommate that the friends admires complains,-18.804895401000977,-18.17650032043457,-14.988198280334473,-16.364876747131348,-15.41882038116455,-21.38591194152832
the roommate that the friends admire complains,-17.274822235107422,-16.832242965698242,-13.527128219604492,-16.617168426513672,-15.686056137084961,-18.461259841918945
the roommate that the friend admire complains,-17.009355545043945,-17.476157188415527,-16.02436637878418,-16.97874641418457,-20.693791389465332,-19.51732635498047
the roommates that the friend admires complain,-17.680774688720703,-19.82625913619995,-16.4260892868042,-14.542778015136719,-18.785597801208496,-22.63204002380371
the roommates that the friends admires complain,-18.463417053222656,-19.52779483795166,-14.77941608428955,-16.013184547424316,-14.73145866394043,-22.43592357635498
the roommates that the friends admire complain,-17.041492462158203,-17.935924530029297,-13.192591667175293,-15.659612655639648,-14.811614036560059,-17.597784996032715
the roommates that the friend admire complain,-16.61179828643799,-17.555320262908936,-14.87537956237793,-15.836309432983398,-19.539053916931152,-18.46755599975586
the roommate that the friend likes arrives,-7.596449851989746,-10.771500587463379,-6.4007768630981445,-12.25814151763916,-12.355110168457031,-14.122259616851807
the roommate that the friends likes arrives,-9.383313179016113,-11.48941707611084,-7.326226711273193,-14.936767578125,-11.397626399993896,-15.74948787689209
the roommate that the friends like arrives,-4.821512699127197,-8.363882064819336,-4.5208740234375,-8.786783218383789,-9.121922492980957,-8.129508018493652
the roommate that the friend like arrives,-9.149290084838867,-10.991677284240723,-10.966596603393555,-10.908364295959473,-13.643657684326172,-14.027994155883789
the roommates that the friend likes arrive,-7.464204788208008,-9.220771789550781,-5.681800365447998,-12.842653274536133,-12.439743041992188,-13.444677352905273
the roommates that the friends likes arrive,-9.090537071228027,-9.787714004516602,-7.379913806915283,-15.549072265625,-11.939399719238281,-14.97828197479248
the roommates that the friends like arrive,-4.641245365142822,-6.56590461730957,-4.466367244720459,-8.582850456237793,-9.155075073242188,-7.745636940002441
the roommates that the friend like arrive,-8.75786304473877,-9.71654224395752,-10.236831665039062,-10.847686767578125,-13.673355102539062,-14.372455596923828
the roommate that the friend hates arrives,-15.342837810516357,-21.938615798950195,-17.001279830932617,-12.952444076538086,-14.35068941116333,-14.340373039245605
the roommate that the friends hates arrives,-13.909385681152344,-19.897581577301025,-15.5433669090271,-14.443695068359375,-14.570064544677734,-18.469711303710938
the roommate that the friends hate arrives,-9.490281105041504,-12.032909393310547,-11.825439453125,-12.237275123596191,-11.266321182250977,-13.207653999328613
the roommate that the friend hate arrives,-14.723785400390625,-17.051111221313477,-16.763559341430664,-11.666089057922363,-12.608860492706299,-11.669065952301025
the roommates that the friend hates arrive,-15.447215557098389,-19.236062049865723,-15.055971145629883,-12.181818008422852,-14.153868675231934,-14.542372226715088
the roommates that the friends hates arrive,-14.354824542999268,-18.62316370010376,-14.524761199951172,-13.775821685791016,-14.623164176940918,-18.51651668548584
the roommates that the friends hate arrive,-9.986970901489258,-11.524500846862793,-11.984437942504883,-11.222219467163086,-11.383363723754883,-12.688904762268066
the roommates that the friend hate arrive,-15.05800724029541,-16.675037384033203,-16.271263122558594,-10.980396270751953,-12.694249629974365,-11.215973854064941
the roommate that the friend loves arrives,-6.976189613342285,-8.877594947814941,-7.882621765136719,-11.908865928649902,-12.98168659210205,-14.127961158752441
the roommate that the friends loves arrives,-8.622891426086426,-8.407601356506348,-7.822002410888672,-14.567045211791992,-14.68600845336914,-14.140167236328125
the roommate that the friends love arrives,-5.032940864562988,-7.633013725280762,-5.7829132080078125,-11.087200164794922,-11.76062297821045,-13.296102523803711
the roommate that the friend love arrives,-10.927007675170898,-13.29748821258545,-13.817383766174316,-11.685135841369629,-11.142486572265625,-12.168436050415039
the roommates that the friend loves arrive,-6.691794395446777,-7.636213302612305,-6.477819919586182,-11.342676162719727,-12.49300765991211,-13.822770118713379
the roommates that the friends loves arrive,-8.092508316040039,-7.334469795227051,-7.331266403198242,-14.012715339660645,-14.581459999084473,-13.90472412109375
the roommates that the friends love arrive,-4.418639183044434,-6.356560230255127,-5.733508586883545,-10.632421493530273,-11.23306655883789,-12.651642799377441
the roommates that the friend love arrive,-9.99264907836914,-12.463834762573242,-12.219886779785156,-11.287535667419434,-11.058537483215332,-11.779077529907227
the roommate that the friend admires arrives,-18.201818466186523,-20.110695838928223,-17.526860237121582,-14.762273788452148,-19.322593688964844,-21.990262031555176
the roommate that the friends admires arrives,-18.804895401000977,-18.17650032043457,-14.988198280334473,-16.364876747131348,-15.41882038116455,-21.38591194152832
the roommate that the friends admire arrives,-17.274822235107422,-16.832242965698242,-13.527128219604492,-16.617168426513672,-15.686056137084961,-18.461259841918945
the roommate that the friend admire arrives,-17.009355545043945,-17.476157188415527,-16.02436637878418,-16.97874641418457,-20.693791389465332,-19.51732635498047
the roommates that the friend admires arrive,-17.680774688720703,-19.82625913619995,-16.4260892868042,-14.542778015136719,-18.785597801208496,-22.63204002380371
the roommates that the friends admires arrive,-18.463417053222656,-19.52779483795166,-14.77941608428955,-16.013184547424316,-14.73145866394043,-22.43592357635498
the roommates that the friends admire arrive,-17.041492462158203,-17.935924530029297,-13.192591667175293,-15.659612655639648,-14.811614036560059,-17.597784996032715
the roommates that the friend admire arrive,-16.61179828643799,-17.555320262908936,-14.87537956237793,-15.836309432983398,-19.539053916931152,-18.46755599975586
the roommate that the friend likes disappears,-7.596449851989746,-10.771500587463379,-6.4007768630981445,-12.25814151763916,-12.355110168457031,-14.122259616851807
the roommate that the friends likes disappears,-9.383313179016113,-11.48941707611084,-7.326226711273193,-14.936767578125,-11.397626399993896,-15.74948787689209
the roommate that the friends like disappears,-4.821512699127197,-8.363882064819336,-4.5208740234375,-8.786783218383789,-9.121922492980957,-8.129508018493652
the roommate that the friend like disappears,-9.149290084838867,-10.991677284240723,-10.966596603393555,-10.908364295959473,-13.643657684326172,-14.027994155883789
the roommates that the friend likes disappear,-7.464204788208008,-9.220771789550781,-5.681800365447998,-12.842653274536133,-12.439743041992188,-13.444677352905273
the roommates that the friends likes disappear,-9.090537071228027,-9.787714004516602,-7.379913806915283,-15.549072265625,-11.939399719238281,-14.97828197479248
the roommates that the friends like disappear,-4.641245365142822,-6.56590461730957,-4.466367244720459,-8.582850456237793,-9.155075073242188,-7.745636940002441
the roommates that the friend like disappear,-8.75786304473877,-9.71654224395752,-10.236831665039062,-10.847686767578125,-13.673355102539062,-14.372455596923828
the roommate that the friend hates disappears,-15.342838287353516,-21.93861150741577,-17.00127601623535,-12.952444076538086,-14.35068941116333,-14.340373039245605
the roommate that the friends hates disappears,-13.909390449523926,-19.897582054138184,-15.543367385864258,-14.443695068359375,-14.570064544677734,-18.469711303710938
the roommate that the friends hate disappears,-9.490281105041504,-12.032909393310547,-11.825439453125,-12.237275123596191,-11.266321182250977,-13.207653999328613
the roommate that the friend hate disappears,-14.723785400390625,-17.051111221313477,-16.763559341430664,-11.666089057922363,-12.608860492706299,-11.669065952301025
the roommates that the friend hates disappear,-15.447215557098389,-19.236062049865723,-15.055971145629883,-12.181818008422852,-14.153868675231934,-14.542372226715088
the roommates that the friends hates disappear,-14.354824542999268,-18.62316370010376,-14.524761199951172,-13.775821685791016,-14.623164176940918,-18.51651668548584
the roommates that the friends hate disappear,-9.986970901489258,-11.524500846862793,-11.984437942504883,-11.222219467163086,-11.383363723754883,-12.688904762268066
the roommates that the friend hate disappear,-15.05800724029541,-16.675037384033203,-16.271263122558594,-10.980396270751953,-12.694249629974365,-11.215973854064941
the roommate that the friend loves disappears,-6.976189613342285,-8.877594947814941,-7.882621765136719,-11.908865928649902,-12.98168659210205,-14.127961158752441
the roommate that the friends loves disappears,-8.622891426086426,-8.407601356506348,-7.822002410888672,-14.567045211791992,-14.68600845336914,-14.140167236328125
the roommate that the friends love disappears,-5.032940864562988,-7.633013725280762,-5.7829132080078125,-11.087200164794922,-11.76062297821045,-13.296102523803711
the roommate that the friend love disappears,-10.927007675170898,-13.29748821258545,-13.817383766174316,-11.685135841369629,-11.142486572265625,-12.168436050415039
the roommates that the friend loves disappear,-6.691794395446777,-7.636213302612305,-6.477819919586182,-11.342676162719727,-12.49300765991211,-13.822770118713379
the roommates that the friends loves disappear,-8.092508316040039,-7.334469795227051,-7.331266403198242,-14.012715339660645,-14.581459999084473,-13.90472412109375
the roommates that the friends love disappear,-4.418639183044434,-6.356560230255127,-5.733508586883545,-10.632421493530273,-11.23306655883789,-12.651642799377441
the roommates that the friend love disappear,-9.99264907836914,-12.463834762573242,-12.219886779785156,-11.287535667419434,-11.058537483215332,-11.779077529907227
the roommate that the friend admires disappears,-18.201818466186523,-20.110695838928223,-17.526860237121582,-14.762273788452148,-19.322593688964844,-21.990262031555176
the roommate that the friends admires disappears,-18.804895401000977,-18.17650032043457,-14.988198280334473,-16.364876747131348,-15.41882038116455,-21.38591194152832
the roommate that the friends admire disappears,-17.274822235107422,-16.832242965698242,-13.527128219604492,-16.617168426513672,-15.686056137084961,-18.461259841918945
the roommate that the friend admire disappears,-17.009355545043945,-17.476157188415527,-16.02436637878418,-16.97874641418457,-20.693791389465332,-19.51732635498047
the roommates that the friend admires disappear,-17.680774688720703,-19.82625913619995,-16.4260892868042,-14.542778015136719,-18.785597801208496,-22.63204002380371
the roommates that the friends admires disappear,-18.463417053222656,-19.52779483795166,-14.77941608428955,-16.013184547424316,-14.73145866394043,-22.43592357635498
the roommates that the friends admire disappear,-17.04149055480957,-17.93592357635498,-13.192595481872559,-15.659612655639648,-14.811614036560059,-17.597784996032715
the roommates that the friend admire disappear,-16.61179542541504,-17.55532217025757,-14.87537956237793,-15.836309432983398,-19.539053916931152,-18.46755599975586
the roommate that the friend likes bows,-7.596449851989746,-10.771500587463379,-6.4007768630981445,-12.25814151763916,-12.355110168457031,-14.122259616851807
the roommate that the friends likes bows,-9.383313179016113,-11.48941707611084,-7.326226711273193,-14.936767578125,-11.397626399993896,-15.74948787689209
the roommate that the friends like bows,-4.821512699127197,-8.363882064819336,-4.5208740234375,-8.786783218383789,-9.121922492980957,-8.129508018493652
the roommate that the friend like bows,-9.149290084838867,-10.991677284240723,-10.966596603393555,-10.908364295959473,-13.643657684326172,-14.027994155883789
the roommates that the friend likes bow,-7.464204788208008,-9.220771789550781,-5.681800365447998,-12.842653274536133,-12.439743041992188,-13.444677352905273
the roommates that the friends likes bow,-9.090537071228027,-9.787714004516602,-7.379913806915283,-15.549072265625,-11.939399719238281,-14.97828197479248
the roommates that the friends like bow,-4.641245365142822,-6.56590461730957,-4.466367244720459,-8.582850456237793,-9.155075073242188,-7.745636940002441
the roommates that the friend like bow,-8.75786304473877,-9.71654224395752,-10.236831665039062,-10.847686767578125,-13.673355102539062,-14.372455596923828
the roommate that the friend hates bows,-15.342838287353516,-21.93861150741577,-17.00127601623535,-12.952444076538086,-14.35068941116333,-14.340373039245605
the roommate that the friends hates bows,-13.909390449523926,-19.897582054138184,-15.543367385864258,-14.443695068359375,-14.570064544677734,-18.469711303710938
the roommate that the friends hate bows,-9.490281105041504,-12.032909393310547,-11.825439453125,-12.237275123596191,-11.266321182250977,-13.207653999328613
the roommate that the friend hate bows,-14.723785400390625,-17.051111221313477,-16.763559341430664,-11.666089057922363,-12.608860492706299,-11.669065952301025
the roommates that the friend hates bow,-15.447215557098389,-19.236062049865723,-15.055971145629883,-12.181818008422852,-14.153868675231934,-14.542372226715088
the roommates that the friends hates bow,-14.354824542999268,-18.62316370010376,-14.524761199951172,-13.775821685791016,-14.623164176940918,-18.51651668548584
the roommates that the friends hate bow,-9.986970901489258,-11.524500846862793,-11.984437942504883,-11.222219467163086,-11.383363723754883,-12.688904762268066
the roommates that the friend hate bow,-15.05800724029541,-16.675037384033203,-16.271263122558594,-10.980396270751953,-12.694249629974365,-11.215973854064941
the roommate that the friend loves bows,-6.976189613342285,-8.877594947814941,-7.882621765136719,-11.908865928649902,-12.98168659210205,-14.127961158752441
the roommate that the friends loves bows,-8.622891426086426,-8.407601356506348,-7.822002410888672,-14.567045211791992,-14.68600845336914,-14.140167236328125
the roommate that the friends love bows,-5.032940864562988,-7.633013725280762,-5.7829132080078125,-11.087200164794922,-11.76062297821045,-13.296102523803711
the roommate that the friend love bows,-10.927007675170898,-13.29748821258545,-13.817383766174316,-11.685135841369629,-11.142486572265625,-12.168436050415039
the roommates that the friend loves bow,-6.691794395446777,-7.636213302612305,-6.477819919586182,-11.342676162719727,-12.49300765991211,-13.822770118713379
the roommates that the friends loves bow,-8.092508316040039,-7.334469795227051,-7.331266403198242,-14.012715339660645,-14.581459999084473,-13.90472412109375
the roommates that the friends love bow,-4.418639183044434,-6.356560230255127,-5.733508586883545,-10.632421493530273,-11.23306655883789,-12.651642799377441
the roommates that the friend love bow,-9.99264907836914,-12.463834762573242,-12.219886779785156,-11.287535667419434,-11.058537483215332,-11.779077529907227
the roommate that the friend admires bows,-18.201818466186523,-20.110695838928223,-17.526860237121582,-14.762273788452148,-19.322593688964844,-21.990262031555176
the roommate that the friends admires bows,-18.804895401000977,-18.17650032043457,-14.988198280334473,-16.364876747131348,-15.41882038116455,-21.38591194152832
the roommate that the friends admire bows,-17.274822235107422,-16.832242965698242,-13.527128219604492,-16.617168426513672,-15.686056137084961,-18.461259841918945
the roommate that the friend admire bows,-17.009355545043945,-17.476157188415527,-16.02436637878418,-16.97874641418457,-20.693791389465332,-19.51732635498047
the roommates that the friend admires bow,-17.680774688720703,-19.82625913619995,-16.4260892868042,-14.5427827835083,-18.785602569580078,-22.632030487060547
the roommates that the friends admires bow,-18.463417053222656,-19.52779483795166,-14.77941608428955,-16.013184547424316,-14.731460571289062,-22.435928344726562
the roommates that the friends admire bow,-17.04149055480957,-17.93592357635498,-13.192595481872559,-15.659614562988281,-14.811615943908691,-17.597784996032715
the roommates that the friend admire bow,-16.61179542541504,-17.55532217025757,-14.87537956237793,-15.836308479309082,-19.539058685302734,-18.46754550933838
the roommate that the friend likes hides,-7.596449851989746,-10.771500587463379,-6.4007768630981445,-12.25814151763916,-12.355110168457031,-14.122259616851807
the roommate that the friends likes hides,-9.383313179016113,-11.48941707611084,-7.326226711273193,-14.936767578125,-11.397626399993896,-15.74948787689209
the roommate that the friends like hides,-4.821512699127197,-8.363882064819336,-4.5208740234375,-8.786783218383789,-9.121922492980957,-8.129508018493652
the roommate that the friend like hides,-9.149290084838867,-10.991677284240723,-10.966596603393555,-10.908364295959473,-13.643657684326172,-14.027994155883789
the roommates that the friend likes hide,-7.464204788208008,-9.220771789550781,-5.681800365447998,-12.842653274536133,-12.439743041992188,-13.444677352905273
the roommates that the friends likes hide,-9.090537071228027,-9.787714004516602,-7.379913806915283,-15.549072265625,-11.939399719238281,-14.97828197479248
the roommates that the friends like hide,-4.641245365142822,-6.56590461730957,-4.466367244720459,-8.582850456237793,-9.155075073242188,-7.745636940002441
the roommates that the friend like hide,-8.75786304473877,-9.71654224395752,-10.236831665039062,-10.847686767578125,-13.673355102539062,-14.372455596923828
the roommate that the friend hates hides,-15.342838287353516,-21.93861150741577,-17.00127601623535,-12.952444076538086,-14.35068941116333,-14.340373039245605
the roommate that the friends hates hides,-13.909390449523926,-19.897582054138184,-15.543367385864258,-14.443695068359375,-14.570064544677734,-18.469711303710938
the roommate that the friends hate hides,-9.490281105041504,-12.032909393310547,-11.825439453125,-12.237275123596191,-11.266321182250977,-13.207653999328613
the roommate that the friend hate hides,-14.723785400390625,-17.051111221313477,-16.763559341430664,-11.666089057922363,-12.608860492706299,-11.669065952301025
the roommates that the friend hates hide,-15.447215557098389,-19.236062049865723,-15.055971145629883,-12.181818008422852,-14.153868675231934,-14.542372226715088
the roommates that the friends hates hide,-14.354824542999268,-18.62316370010376,-14.524761199951172,-13.775821685791016,-14.623164176940918,-18.51651668548584
the roommates that the friends hate hide,-9.986970901489258,-11.524500846862793,-11.984437942504883,-11.222219467163086,-11.383363723754883,-12.688904762268066
the roommates that the friend hate hide,-15.05800724029541,-16.675037384033203,-16.271263122558594,-10.980396270751953,-12.694249629974365,-11.215973854064941
the roommate that the friend loves hides,-6.976189613342285,-8.877594947814941,-7.882621765136719,-11.908865928649902,-12.98168659210205,-14.127961158752441
the roommate that the friends loves hides,-8.622891426086426,-8.407601356506348,-7.822002410888672,-14.567045211791992,-14.68600845336914,-14.140167236328125
the roommate that the friends love hides,-5.032940864562988,-7.633013725280762,-5.7829132080078125,-11.087200164794922,-11.76062297821045,-13.296102523803711
the roommate that the friend love hides,-10.927007675170898,-13.29748821258545,-13.817383766174316,-11.685135841369629,-11.142486572265625,-12.168436050415039
the roommates that the friend loves hide,-6.691794395446777,-7.636213302612305,-6.477819919586182,-11.342676162719727,-12.49300765991211,-13.822770118713379
the roommates that the friends loves hide,-8.092508316040039,-7.334469795227051,-7.331266403198242,-14.012715339660645,-14.581459999084473,-13.90472412109375
the roommates that the friends love hide,-4.418639183044434,-6.356560230255127,-5.733508586883545,-10.632421493530273,-11.23306655883789,-12.651642799377441
the roommates that the friend love hide,-9.99264907836914,-12.463834762573242,-12.219886779785156,-11.287535667419434,-11.058537483215332,-11.779077529907227
the roommate that the friend admires hides,-18.201818466186523,-20.110695838928223,-17.526860237121582,-14.762273788452148,-19.322593688964844,-21.990262031555176
the roommate that the friends admires hides,-18.804895401000977,-18.17650032043457,-14.988198280334473,-16.364876747131348,-15.41882038116455,-21.38591194152832
the roommate that the friends admire hides,-17.274822235107422,-16.832242965698242,-13.527128219604492,-16.617168426513672,-15.686056137084961,-18.461259841918945
the roommate that the friend admire hides,-17.009355545043945,-17.476157188415527,-16.02436637878418,-16.97874641418457,-20.693791389465332,-19.51732635498047
the roommates that the friend admires hide,-17.680774688720703,-19.82625913619995,-16.4260892868042,-14.542778015136719,-18.785597801208496,-22.63204002380371
the roommates that the friends admires hide,-18.463417053222656,-19.52779483795166,-14.77941608428955,-16.013184547424316,-14.73145866394043,-22.43592357635498
the roommates that the friends admire hide,-17.04149055480957,-17.93592357635498,-13.192595481872559,-15.659612655639648,-14.811614036560059,-17.597784996032715
the roommates that the friend admire hide,-16.61179542541504,-17.55532217025757,-14.87537956237793,-15.836309432983398,-19.539053916931152,-18.46755599975586
the roommate that the friend likes leaves,-7.596449851989746,-10.771500587463379,-6.4007768630981445,-12.25814151763916,-12.355110168457031,-14.122259616851807
the roommate that the friends likes leaves,-9.383313179016113,-11.48941707611084,-7.326226711273193,-14.936767578125,-11.397626399993896,-15.74948787689209
the roommate that the friends like leaves,-4.821512699127197,-8.363882064819336,-4.5208740234375,-8.786783218383789,-9.121922492980957,-8.129508018493652
the roommate that the friend like leaves,-9.149290084838867,-10.991677284240723,-10.966596603393555,-10.908364295959473,-13.643657684326172,-14.027994155883789
the roommates that the friend likes leave,-7.464204788208008,-9.220771789550781,-5.681800365447998,-12.842653274536133,-12.439743041992188,-13.444677352905273
the roommates that the friends likes leave,-9.090537071228027,-9.787714004516602,-7.379913806915283,-15.549072265625,-11.939399719238281,-14.97828197479248
the roommates that the friends like leave,-4.641245365142822,-6.56590461730957,-4.466367244720459,-8.582850456237793,-9.155075073242188,-7.745636940002441
the roommates that the friend like leave,-8.75786304473877,-9.71654224395752,-10.236831665039062,-10.847686767578125,-13.673355102539062,-14.372455596923828
the roommate that the friend hates leaves,-15.342838287353516,-21.93861150741577,-17.00127601623535,-12.952444076538086,-14.35068941116333,-14.340373039245605
the roommate that the friends hates leaves,-13.909390449523926,-19.897582054138184,-15.543367385864258,-14.443695068359375,-14.570064544677734,-18.469711303710938
the roommate that the friends hate leaves,-9.490281105041504,-12.032909393310547,-11.825439453125,-12.237275123596191,-11.266321182250977,-13.207653999328613
the roommate that the friend hate leaves,-14.723785400390625,-17.051111221313477,-16.763559341430664,-11.666089057922363,-12.608860492706299,-11.669065952301025
the roommates that the friend hates leave,-15.447215557098389,-19.236062049865723,-15.055971145629883,-12.181818008422852,-14.153868675231934,-14.542372226715088
the roommates that the friends hates leave,-14.354824542999268,-18.62316370010376,-14.524761199951172,-13.775821685791016,-14.623164176940918,-18.51651668548584
