sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13,fr_childes_convergence_clm_42,fr_childes_convergence_clm_30,fr_childes_convergence_clm_13,fr_wikipedia_convergence_clm_42,fr_wikipedia_convergence_clm_30,fr_wikipedia_convergence_clm_13,fr_wikipedia_best_mlm_42,fr_wikipedia_best_mlm_30,fr_wikipedia_best_mlm_13,fr_childes_best_mlm_42,fr_childes_best_mlm_30,fr_childes_best_mlm_13
le client a vingt trois ans et écrivent dans un journal tous les jours,-76.0497055053711,-76.92997741699219,-76.10481262207031,-102.62846374511719,-101.59833526611328,-93.9371109008789,-101.48434448242188,-98.21206665039062,-104.19642639160156,-110.60945129394531,-117.97834777832031,-105.13108825683594,-87.07475280761719,-88.89572143554688,-93.23458099365234,-99.2721939086914,-83.30001831054688,-75.80877685546875
l' officier a vingt trois ans et connaît beaucoup de langues étrangères,-102.52239227294922,-103.52184295654297,-96.99681091308594,-155.1446075439453,-148.6497802734375,-143.31057739257812,-126.01162719726562,-140.02415466308594,-121.90021514892578,-181.89093017578125,-170.37374877929688,-184.07321166992188,-179.76255798339844,-169.75865173339844,-177.80091857910156,-129.74127197265625,-128.630126953125,-108.1317138671875
l' officier a vingt trois ans et connaissent beaucoup de langues étrangères,-103.4310302734375,-104.67802429199219,-97.8755111694336,-131.86192321777344,-127.44802856445312,-133.0976104736328,-133.4476318359375,-142.27932739257812,-133.09214782714844,-153.63092041015625,-149.74168395996094,-158.03497314453125,-133.7118377685547,-131.770263671875,-130.80770874023438,-126.76263427734375,-124.80440521240234,-112.26520538330078
l' officier a vingt trois ans et aime regarder des émissions de télévision,-97.90082550048828,-89.30743408203125,-81.30258178710938,-143.613525390625,-166.9373779296875,-160.6273651123047,-113.60099029541016,-111.04950714111328,-98.39152526855469,-160.57745361328125,-201.62545776367188,-175.42318725585938,-156.43197631835938,-156.2158966064453,-166.5343475341797,-130.01292419433594,-120.01879119873047,-96.82847595214844
l' officier a vingt trois ans et aiment regarder des émissions de télévision,-100.14131927490234,-90.75077819824219,-82.81962585449219,-157.34661865234375,-173.2571258544922,-168.04258728027344,-115.53656768798828,-111.77103424072266,-101.25848388671875,-180.88174438476562,-214.47698974609375,-189.9044952392578,-165.1204071044922,-164.15174865722656,-174.2193603515625,-129.51072692871094,-123.31427001953125,-98.32659912109375
l' officier a vingt trois ans et a vingt trois ans,-68.317138671875,-63.922847747802734,-63.94805908203125,-58.733482360839844,-65.03977966308594,-66.85363006591797,-89.3995132446289,-89.02719116210938,-78.69290924072266,-60.00675964355469,-71.37618255615234,-73.1351318359375,-43.41693878173828,-41.7440185546875,-42.50851058959961,-62.87095642089844,-49.398094177246094,-44.513832092285156
l' officier a vingt trois ans et ont vingt trois ans,-71.4040298461914,-67.91324615478516,-67.59526824951172,-66.36769104003906,-70.94548797607422,-71.08245086669922,-87.78956604003906,-93.0133056640625,-82.01009368896484,-69.871826171875,-81.18362426757812,-83.17404174804688,-52.1577262878418,-50.02208709716797,-46.92466735839844,-69.0389633178711,-60.4683952331543,-53.37305450439453
l' officier a vingt trois ans et préfère jouer au tennis avec des collègues,-92.64183807373047,-86.90104675292969,-83.34569549560547,-151.97605895996094,-148.8439483642578,-157.92218017578125,-122.53303527832031,-107.82266998291016,-116.72362518310547,-176.05245971679688,-168.21234130859375,-186.44381713867188,-165.48663330078125,-166.83480834960938,-170.1625518798828,-110.33486938476562,-113.95355987548828,-82.63899230957031
l' officier a vingt trois ans et préfèrent jouer au tennis avec des collègues,-96.912109375,-89.48104858398438,-86.69046783447266,-153.42652893066406,-150.07688903808594,-154.3562469482422,-115.97323608398438,-109.52732849121094,-118.96882629394531,-176.80377197265625,-167.16783142089844,-183.73016357421875,-167.24313354492188,-165.86355590820312,-169.36376953125,-120.42090606689453,-127.65709686279297,-83.75104522705078
l' officier a vingt trois ans et écrit dans un journal tous les jours,-91.69856262207031,-85.17090606689453,-89.87462615966797,-96.82421875,-97.6786880493164,-96.07305145263672,-117.04120635986328,-122.773193359375,-114.27599334716797,-100.77424621582031,-115.70951080322266,-113.77597045898438,-86.0413818359375,-78.6367416381836,-83.11451721191406,-95.05587768554688,-86.02872467041016,-71.13897705078125
l' officier a vingt trois ans et écrivent dans un journal tous les jours,-95.3687973022461,-90.93013000488281,-93.34120178222656,-103.44828033447266,-103.66506958007812,-96.58218383789062,-129.36614990234375,-129.9099884033203,-124.27894592285156,-109.94068145751953,-121.05403137207031,-113.09098815917969,-89.88104248046875,-85.03730773925781,-91.463134765625,-106.28814697265625,-101.75971984863281,-86.50144958496094
le pilote a vingt trois ans et connaît beaucoup de langues étrangères,-81.20498657226562,-86.6421127319336,-76.20329284667969,-152.91798400878906,-141.18038940429688,-132.90953063964844,-109.93887329101562,-119.1748275756836,-92.31127166748047,-177.93450927734375,-160.6531982421875,-170.40245056152344,-171.87901306152344,-164.92959594726562,-168.1072998046875,-107.89099884033203,-101.04890441894531,-85.78963470458984
le pilote a vingt trois ans et connaissent beaucoup de langues étrangères,-80.6279296875,-86.4372787475586,-78.7615966796875,-127.29318237304688,-121.00814819335938,-124.72090148925781,-115.37710571289062,-124.842529296875,-98.42085266113281,-146.09716796875,-134.4040985107422,-144.62081909179688,-127.81859588623047,-129.68226623535156,-122.35128784179688,-99.89456176757812,-102.58662414550781,-89.9990234375
le pilote a vingt trois ans et aime regarder des émissions de télévision,-79.2172622680664,-74.18310546875,-67.69359588623047,-136.04751586914062,-161.2103271484375,-153.2977752685547,-92.54901885986328,-95.6803207397461,-83.05332946777344,-151.5362548828125,-195.16358947753906,-166.6904754638672,-148.2345733642578,-152.14503479003906,-156.8417205810547,-107.90689086914062,-92.59415435791016,-79.54865264892578
le pilote a vingt trois ans et aiment regarder des émissions de télévision,-81.37325286865234,-76.32266235351562,-70.36901092529297,-146.50816345214844,-164.53448486328125,-158.6314239501953,-95.2564926147461,-96.38290405273438,-88.13091278076172,-164.00172424316406,-201.94064331054688,-180.46014404296875,-157.74588012695312,-158.79959106445312,-164.9280242919922,-107.52253723144531,-95.60169982910156,-80.62247467041016
le pilote a vingt trois ans et a vingt trois ans,-47.964290618896484,-45.195289611816406,-44.225494384765625,-53.334739685058594,-56.99863815307617,-59.61976623535156,-66.58426666259766,-67.49526977539062,-52.132957458496094,-51.386898040771484,-57.93372344970703,-67.01274108886719,-36.180789947509766,-40.120826721191406,-35.698612213134766,-49.79497146606445,-29.751331329345703,-26.907123565673828
le pilote a vingt trois ans et ont vingt trois ans,-51.793209075927734,-49.384090423583984,-48.009010314941406,-61.41182327270508,-62.643470764160156,-64.25672912597656,-66.79466247558594,-71.6084213256836,-55.3344841003418,-61.8043327331543,-65.44696044921875,-76.99430084228516,-44.42103576660156,-49.0396728515625,-39.52179718017578,-53.55117416381836,-39.65687942504883,-33.30379867553711
le pilote a vingt trois ans et préfère jouer au tennis avec des collègues,-72.7643814086914,-71.1462173461914,-66.6101303100586,-146.97764587402344,-142.0728759765625,-147.16387939453125,-103.67474365234375,-101.38798522949219,-86.24775695800781,-164.64476013183594,-158.7720489501953,-168.48574829101562,-156.458251953125,-162.0978546142578,-159.87564086914062,-88.66915893554688,-81.3866958618164,-65.68323516845703
le pilote a vingt trois ans et préfèrent jouer au tennis avec des collègues,-77.46001434326172,-70.09080505371094,-69.81216430664062,-147.7444305419922,-142.3184814453125,-142.842529296875,-98.35603332519531,-101.71986389160156,-94.40927124023438,-165.28054809570312,-155.555908203125,-165.96548461914062,-160.27719116210938,-162.41090393066406,-156.8542022705078,-99.0832748413086,-103.63636779785156,-63.32539367675781
le pilote a vingt trois ans et écrit dans un journal tous les jours,-75.33470153808594,-68.6754150390625,-74.04547882080078,-89.54116821289062,-93.35382843017578,-87.27215576171875,-102.16890716552734,-98.16595458984375,-90.66607666015625,-90.8354263305664,-107.01252746582031,-100.61798095703125,-78.9415512084961,-75.45934295654297,-73.62749481201172,-87.16509246826172,-67.32976531982422,-55.363929748535156
le pilote a vingt trois ans et écrivent dans un journal tous les jours,-79.7963638305664,-71.79461669921875,-77.62090301513672,-97.48419189453125,-98.96318054199219,-88.42041778564453,-111.34283447265625,-103.89707946777344,-95.67324829101562,-99.19234466552734,-113.85311889648438,-100.57626342773438,-83.05237579345703,-81.92147827148438,-82.45526885986328,-89.60964965820312,-86.53672790527344,-65.96324157714844
le consultant a vingt trois ans et connaît beaucoup de langues étrangères,-82.6337890625,-94.57601928710938,-83.68352508544922,-159.74266052246094,-150.40040588378906,-144.63658142089844,-115.45418548583984,-121.69290924072266,-95.78703308105469,-187.77142333984375,-166.7535858154297,-175.3496856689453,-182.8235626220703,-177.81748962402344,-180.35641479492188,-124.01756286621094,-116.19185638427734,-98.8878173828125
le consultant a vingt trois ans et connaissent beaucoup de langues étrangères,-84.57206726074219,-92.84539031982422,-85.76165008544922,-136.10072326660156,-131.13214111328125,-134.7093505859375,-125.41502380371094,-130.07713317871094,-103.07504272460938,-161.23269653320312,-148.72305297851562,-156.46096801757812,-137.0004425048828,-139.4166717529297,-133.91445922851562,-115.37648010253906,-113.15093231201172,-102.59500122070312
le consultant a vingt trois ans et aime regarder des émissions de télévision,-80.76337432861328,-79.75504302978516,-71.12162017822266,-151.1185302734375,-175.84231567382812,-163.62728881835938,-97.03577423095703,-99.51996612548828,-77.6180648803711,-168.9156494140625,-207.08309936523438,-170.8662872314453,-161.66006469726562,-165.3360595703125,-169.33462524414062,-122.57545471191406,-104.85118865966797,-94.77842712402344
le consultant a vingt trois ans et aiment regarder des émissions de télévision,-82.64405822753906,-80.84544372558594,-73.56958770751953,-161.15328979492188,-178.97665405273438,-170.8476104736328,-97.69095611572266,-98.49508666992188,-83.9406509399414,-184.39138793945312,-216.6149444580078,-186.1571807861328,-168.8849334716797,-171.22137451171875,-176.9564208984375,-120.84228515625,-106.78611755371094,-94.30350494384766
le consultant a vingt trois ans et a vingt trois ans,-51.55809783935547,-54.63268280029297,-52.608055114746094,-69.83476257324219,-74.30658721923828,-72.75917053222656,-71.59366607666016,-76.20972442626953,-60.994510650634766,-74.24918365478516,-76.39891052246094,-78.06900787353516,-46.30784606933594,-51.9891242980957,-50.259056091308594,-62.123653411865234,-37.555694580078125,-45.07508087158203
le consultant a vingt trois ans et ont vingt trois ans,-53.89693832397461,-57.424888610839844,-56.31317901611328,-75.61290740966797,-78.805419921875,-78.1908187866211,-70.42218017578125,-77.53878784179688,-63.836238861083984,-84.3560562133789,-82.26411437988281,-87.73584747314453,-55.06745910644531,-59.773681640625,-54.66218566894531,-67.1562728881836,-48.655845642089844,-50.84428405761719
le consultant a vingt trois ans et préfère jouer au tennis avec des collègues,-76.7327651977539,-79.70112609863281,-71.57884216308594,-159.79945373535156,-156.07257080078125,-161.205078125,-107.83949279785156,-101.77947998046875,-93.4454574584961,-187.75433349609375,-171.39842224121094,-180.5620880126953,-170.14149475097656,-178.802978515625,-175.54835510253906,-108.55181121826172,-96.59724426269531,-79.0459213256836
le consultant a vingt trois ans et préfèrent jouer au tennis avec des collègues,-78.81605529785156,-80.18553924560547,-74.67796325683594,-162.626953125,-158.3961944580078,-157.37832641601562,-100.66931915283203,-100.7658462524414,-98.7782974243164,-188.596923828125,-171.6470489501953,-178.50054931640625,-172.06729125976562,-175.94468688964844,-173.79583740234375,-121.373046875,-115.59809875488281,-80.4249267578125
le consultant a vingt trois ans et écrit dans un journal tous les jours,-76.78511047363281,-77.11063385009766,-78.05265045166016,-102.42633056640625,-103.99822998046875,-99.67408752441406,-107.45494079589844,-99.9713363647461,-102.29573822021484,-106.14366912841797,-117.87805938720703,-112.61526489257812,-86.4996337890625,-87.30274963378906,-86.77381896972656,-97.20568084716797,-77.6949234008789,-67.5143814086914
le consultant a vingt trois ans et écrivent dans un journal tous les jours,-79.61293029785156,-79.02698516845703,-80.46582794189453,-109.79549407958984,-108.75953674316406,-100.13484191894531,-113.09345245361328,-101.9177017211914,-101.78746032714844,-116.83819580078125,-122.61822509765625,-111.09972381591797,-91.05963897705078,-93.47225952148438,-94.56367492675781,-104.69842529296875,-93.80641174316406,-82.71370697021484
l' auteur préfère jouer au tennis avec des collègues et connaît beaucoup de langues étrangères,-100.66915130615234,-105.70350646972656,-102.32080078125,-229.83912658691406,-225.92755126953125,-227.9978485107422,-127.314208984375,-128.2501983642578,-149.75840759277344,-269.5163269042969,-247.63394165039062,-270.12237548828125,-281.4458923339844,-278.0837707519531,-277.8580017089844,-133.3957977294922,-149.53062438964844,-103.24821472167969
l' auteur préfère jouer au tennis avec des collègues et connaissent beaucoup de langues étrangères,-100.29629516601562,-104.2214584350586,-103.7694320678711,-205.07269287109375,-202.7040557861328,-214.4099578857422,-130.21441650390625,-138.61964416503906,-150.61514282226562,-244.9773712158203,-233.78802490234375,-248.4390869140625,-234.16363525390625,-235.87216186523438,-233.3516387939453,-124.88764953613281,-143.47219848632812,-107.11138153076172
l' auteur préfère jouer au tennis avec des collègues et aime regarder des émissions de télévision,-96.17742919921875,-94.39265441894531,-83.96475219726562,-222.37591552734375,-251.5843505859375,-246.60397338867188,-125.94017028808594,-113.97517395019531,-117.6952133178711,-257.2525634765625,-291.095703125,-276.4824523925781,-261.7720642089844,-266.4094543457031,-276.6566467285156,-136.46853637695312,-139.33111572265625,-91.97689819335938
l' auteur préfère jouer au tennis avec des collègues et aiment regarder des émissions de télévision,-96.55990600585938,-96.04270935058594,-85.08551788330078,-228.01034545898438,-254.67959594726562,-249.38839721679688,-125.31028747558594,-115.6489486694336,-123.38243103027344,-271.10931396484375,-296.7783508300781,-279.8834533691406,-267.01226806640625,-273.0238342285156,-282.50140380859375,-135.900146484375,-140.34552001953125,-94.26121520996094
l' auteur préfère jouer au tennis avec des collègues et a vingt trois ans,-80.8277816772461,-81.48015594482422,-74.38148498535156,-148.9562530517578,-153.15878295898438,-164.35975646972656,-111.04115295410156,-104.43295288085938,-118.51325988769531,-173.70620727539062,-165.35995483398438,-182.38563537597656,-159.4886474609375,-162.9168701171875,-160.7937469482422,-88.71434020996094,-108.08937072753906,-63.88587951660156
l' auteur préfère jouer au tennis avec des collègues et ont vingt trois ans,-82.48100280761719,-84.25984954833984,-76.136962890625,-152.03292846679688,-156.88368225097656,-165.2661590576172,-106.34485626220703,-112.00508880615234,-113.8016357421875,-177.54063415527344,-171.58509826660156,-181.6387939453125,-163.2244110107422,-167.47198486328125,-162.28839111328125,-90.09925079345703,-114.65387725830078,-70.73717498779297
l' auteur préfère jouer au tennis avec des collègues et préfère jouer au tennis avec des collègues,-77.7115478515625,-77.94487762451172,-67.38406372070312,-225.11573791503906,-230.1880340576172,-236.8063201904297,-101.71910858154297,-92.10301971435547,-94.51435852050781,-271.130859375,-253.5193634033203,-283.67877197265625,-262.02154541015625,-274.4948425292969,-272.36566162109375,-75.92476654052734,-90.9753189086914,-53.04267120361328
l' auteur préfère jouer au tennis avec des collègues et préfèrent jouer au tennis avec des collègues,-80.899169921875,-77.9858169555664,-68.58460998535156,-227.23324584960938,-234.57945251464844,-234.96728515625,-106.70548248291016,-94.06344604492188,-102.0874252319336,-273.86798095703125,-253.00711059570312,-278.9194641113281,-261.0885009765625,-273.4666442871094,-269.72918701171875,-92.75970458984375,-108.7958984375,-57.25651168823242
l' auteur préfère jouer au tennis avec des collègues et écrit dans un journal tous les jours,-97.46675109863281,-97.3805923461914,-93.58145904541016,-170.4280242919922,-173.2338409423828,-175.59786987304688,-133.64111328125,-125.4360122680664,-135.0234375,-190.5874786376953,-187.7328643798828,-201.63009643554688,-186.45318603515625,-193.68746948242188,-194.10519409179688,-109.89665985107422,-123.49479675292969,-76.18395233154297
l' auteur préfère jouer au tennis avec des collègues et écrivent dans un journal tous les jours,-99.6499252319336,-99.13683319091797,-100.92710876464844,-175.00685119628906,-180.97671508789062,-177.15664672851562,-138.94932556152344,-127.26336669921875,-152.1075439453125,-197.66322326660156,-195.0545654296875,-200.35494995117188,-188.96670532226562,-195.99501037597656,-198.87603759765625,-112.43851470947266,-134.47447204589844,-83.2957763671875
le directeur préfère jouer au tennis avec des collègues et connaît beaucoup de langues étrangères,-91.94473266601562,-100.42767333984375,-102.10214233398438,-228.53543090820312,-216.7445526123047,-222.22384643554688,-121.80389404296875,-125.4677734375,-130.72682189941406,-268.5606384277344,-243.78271484375,-257.3601379394531,-275.046630859375,-274.57318115234375,-270.447509765625,-143.03614807128906,-141.84451293945312,-102.61904907226562
le directeur préfère jouer au tennis avec des collègues et connaissent beaucoup de langues étrangères,-93.3301010131836,-100.0819320678711,-101.15779876708984,-202.51332092285156,-192.6133270263672,-208.81149291992188,-119.90227508544922,-133.95654296875,-133.4414520263672,-241.35211181640625,-227.89385986328125,-240.13685607910156,-228.1569061279297,-233.11085510253906,-227.6152801513672,-134.68643188476562,-140.88983154296875,-109.08074188232422
le directeur préfère jouer au tennis avec des collègues et aime regarder des émissions de télévision,-88.51013946533203,-90.55134582519531,-84.16564178466797,-219.90621948242188,-240.5055694580078,-238.97036743164062,-113.65493774414062,-113.60835266113281,-104.65785217285156,-252.63865661621094,-286.4864807128906,-262.9007568359375,-256.99700927734375,-263.497802734375,-268.85601806640625,-144.8927764892578,-124.68734741210938,-91.3057861328125
le directeur préfère jouer au tennis avec des collègues et aiment regarder des émissions de télévision,-89.00448608398438,-91.80587768554688,-85.21180725097656,-224.21044921875,-243.23504638671875,-240.3774871826172,-112.84754943847656,-112.79681396484375,-109.24095153808594,-260.2651062011719,-290.4505615234375,-272.4202880859375,-263.70123291015625,-269.00274658203125,-274.9544677734375,-145.16543579101562,-126.25386047363281,-93.35118865966797
le directeur préfère jouer au tennis avec des collègues et a vingt trois ans,-74.39918518066406,-77.63207244873047,-73.74495697021484,-144.84803771972656,-140.9977569580078,-156.10658264160156,-108.51980590820312,-103.02338409423828,-98.62689208984375,-168.37362670898438,-160.24127197265625,-172.26422119140625,-154.23898315429688,-158.55996704101562,-154.26205444335938,-96.61135864257812,-93.60104370117188,-65.09738159179688
le directeur préfère jouer au tennis avec des collègues et ont vingt trois ans,-76.56417846679688,-80.68605041503906,-75.42654418945312,-149.08798217773438,-145.2408447265625,-157.8301239013672,-103.03706359863281,-108.85436248779297,-95.80091857910156,-172.82711791992188,-167.02207946777344,-172.1981658935547,-159.04736328125,-164.04075622558594,-155.76211547851562,-98.46937561035156,-100.53082275390625,-71.84152221679688
le directeur préfère jouer au tennis avec des collègues et préfère jouer au tennis avec des collègues,-71.3232421875,-74.04215240478516,-70.7021255493164,-221.87901306152344,-217.33938598632812,-230.56759643554688,-94.16109466552734,-88.25516510009766,-82.25323486328125,-266.2735900878906,-247.88125610351562,-272.20953369140625,-258.16400146484375,-270.2838439941406,-265.91729736328125,-81.27859497070312,-79.3019790649414,-55.765419006347656
le directeur préfère jouer au tennis avec des collègues et préfèrent jouer au tennis avec des collègues,-73.73332214355469,-75.18665313720703,-69.32362365722656,-223.71144104003906,-221.45703125,-227.4466552734375,-100.5735092163086,-95.67774200439453,-83.40757751464844,-269.24249267578125,-247.98118591308594,-267.40582275390625,-257.9957275390625,-268.9677734375,-263.63739013671875,-100.5765380859375,-101.1573486328125,-57.93940734863281
le directeur préfère jouer au tennis avec des collègues et écrit dans un journal tous les jours,-92.92456817626953,-93.63555145263672,-95.22586059570312,-165.86163330078125,-163.24081420898438,-168.27529907226562,-133.10025024414062,-119.07063293457031,-124.28591918945312,-184.06448364257812,-183.19564819335938,-189.83969116210938,-181.87353515625,-190.3900146484375,-185.91085815429688,-122.11888122558594,-114.41879272460938,-77.44830322265625
le directeur préfère jouer au tennis avec des collègues et écrivent dans un journal tous les jours,-92.95899200439453,-94.68256378173828,-101.50701141357422,-171.03903198242188,-170.1409454345703,-170.8141326904297,-132.9622344970703,-120.25273132324219,-141.27090454101562,-190.56149291992188,-188.07310485839844,-187.5882110595703,-184.46087646484375,-192.00238037109375,-191.6374969482422,-125.81022644042969,-124.80372619628906,-85.89570617675781
l' agriculteur préfère jouer au tennis avec des collègues et connaît beaucoup de langues étrangères,-100.55099487304688,-108.39352416992188,-109.2998275756836,-225.3028564453125,-222.19802856445312,-228.0147247314453,-145.58485412597656,-133.1583251953125,-153.116943359375,-258.6007080078125,-247.1503143310547,-262.7259216308594,-290.7427978515625,-288.12335205078125,-285.87713623046875,-160.78256225585938,-169.6839599609375,-130.7794952392578
l' agriculteur préfère jouer au tennis avec des collègues et connaissent beaucoup de langues étrangères,-102.38375854492188,-106.83626556396484,-109.75977325439453,-201.25070190429688,-197.41876220703125,-214.91468811035156,-148.894287109375,-148.12159729003906,-153.71954345703125,-229.56253051757812,-228.07102966308594,-240.2171630859375,-242.31533813476562,-245.78506469726562,-239.73983764648438,-152.83209228515625,-164.6123504638672,-133.65382385253906
l' agriculteur préfère jouer au tennis avec des collègues et aime regarder des émissions de télévision,-97.55011749267578,-95.03080749511719,-90.43189239501953,-216.8599853515625,-245.1859893798828,-247.1984405517578,-140.6885223388672,-121.95330810546875,-129.75613403320312,-243.68939208984375,-282.1729736328125,-270.7399597167969,-268.74615478515625,-276.2533874511719,-283.075439453125,-163.85662841796875,-158.3348846435547,-118.85749816894531
l' agriculteur préfère jouer au tennis avec des collègues et aiment regarder des émissions de télévision,-97.79210662841797,-96.03401947021484,-91.5892333984375,-225.99349975585938,-249.52098083496094,-249.8682098388672,-140.92623901367188,-123.22383117675781,-131.6121826171875,-260.0670471191406,-290.9302673339844,-275.38671875,-277.64068603515625,-281.5780029296875,-289.255859375,-163.31414794921875,-160.08587646484375,-121.77642059326172
l' agriculteur préfère jouer au tennis avec des collègues et a vingt trois ans,-83.45359802246094,-84.08453369140625,-82.48316192626953,-144.31153869628906,-148.65737915039062,-162.8749237060547,-127.630615234375,-108.55854797363281,-124.91211700439453,-159.18655395507812,-164.0336151123047,-174.6710968017578,-170.64068603515625,-174.31935119628906,-167.95729064941406,-112.15597534179688,-135.37542724609375,-93.43819427490234
l' agriculteur préfère jouer au tennis avec des collègues et ont vingt trois ans,-85.65042877197266,-86.65018463134766,-84.16663360595703,-148.67520141601562,-152.08309936523438,-163.72743225097656,-125.00132751464844,-116.93328857421875,-120.32530212402344,-164.33543395996094,-170.08287048339844,-174.58975219726562,-172.76502990722656,-178.93231201171875,-168.2857208251953,-114.4041519165039,-141.7828826904297,-100.69159698486328
l' agriculteur préfère jouer au tennis avec des collègues et préfère jouer au tennis avec des collègues,-79.2734603881836,-79.27853393554688,-75.00751495361328,-217.67367553710938,-222.04623413085938,-235.72218322753906,-117.74578094482422,-99.42544555664062,-105.14081573486328,-254.07305908203125,-247.78822326660156,-275.24053955078125,-270.9725036621094,-284.2655334472656,-277.2386474609375,-102.23435974121094,-105.05374145507812,-85.6619873046875
l' agriculteur préfère jouer au tennis avec des collègues et préfèrent jouer au tennis avec des collègues,-83.24761962890625,-81.13694763183594,-76.32679748535156,-220.43194580078125,-225.92127990722656,-233.21267700195312,-126.97113037109375,-107.48517608642578,-114.77613067626953,-257.61614990234375,-247.01597595214844,-271.3894348144531,-269.425537109375,-282.8012390136719,-274.4674377441406,-122.67284393310547,-126.62655639648438,-94.05760192871094
l' agriculteur préfère jouer au tennis avec des collègues et écrit dans un journal tous les jours,-99.24703216552734,-99.99136352539062,-100.26466369628906,-166.62103271484375,-170.309326171875,-175.39952087402344,-150.67601013183594,-131.6801300048828,-139.8472137451172,-180.70870971679688,-185.08934020996094,-195.52011108398438,-197.10595703125,-204.40936279296875,-201.23304748535156,-128.5294952392578,-143.32650756835938,-103.66667175292969
l' agriculteur préfère jouer au tennis avec des collègues et écrivent dans un journal tous les jours,-101.25873565673828,-102.66908264160156,-107.41976928710938,-171.93203735351562,-177.2909698486328,-177.3426055908203,-159.5269012451172,-133.60980224609375,-153.68423461914062,-186.56008911132812,-191.2989044189453,-194.8079833984375,-199.01806640625,-205.86807250976562,-206.4244842529297,-135.1319122314453,-154.5118408203125,-111.77562713623047
le chirurgien préfère jouer au tennis avec des collègues et connaît beaucoup de langues étrangères,-109.18995666503906,-102.7756118774414,-105.32073211669922,-219.71109008789062,-211.39808654785156,-221.179443359375,-129.3927001953125,-120.56216430664062,-121.39159393310547,-258.443115234375,-224.59381103515625,-243.995361328125,-280.8951110839844,-278.0738220214844,-276.0537109375,-163.54833984375,-145.63796997070312,-115.04727935791016
le chirurgien préfère jouer au tennis avec des collègues et connaissent beaucoup de langues étrangères,-109.72395324707031,-100.09805297851562,-105.93601989746094,-196.5006103515625,-186.65806579589844,-208.94448852539062,-128.78839111328125,-128.77171325683594,-121.44906616210938,-228.33340454101562,-209.35609436035156,-224.40155029296875,-232.64666748046875,-236.89651489257812,-230.4144287109375,-156.02098083496094,-140.20587158203125,-119.67518615722656
le chirurgien préfère jouer au tennis avec des collègues et aime regarder des émissions de télévision,-103.71074676513672,-90.60490417480469,-86.91014099121094,-210.2303009033203,-236.53912353515625,-240.58551025390625,-118.96355438232422,-104.12059020996094,-94.25547790527344,-240.2852020263672,-267.38043212890625,-250.60784912109375,-260.5601501464844,-268.9408874511719,-274.51629638671875,-168.21067810058594,-136.53536987304688,-109.82275390625
le chirurgien préfère jouer au tennis avec des collègues et aiment regarder des émissions de télévision,-103.97460174560547,-91.85769653320312,-88.29829406738281,-216.04141235351562,-237.96444702148438,-243.25100708007812,-118.42967224121094,-105.42815399169922,-98.88029479980469,-253.81027221679688,-269.45904541015625,-259.5431823730469,-267.0462646484375,-274.8672180175781,-280.44024658203125,-167.83694458007812,-138.4856414794922,-111.45384979248047
le chirurgien préfère jouer au tennis avec des collègues et a vingt trois ans,-92.02606201171875,-78.00186157226562,-78.14973449707031,-138.15257263183594,-137.56771850585938,-156.0262451171875,-114.34878540039062,-98.37102508544922,-97.70187377929688,-156.24655151367188,-143.11660766601562,-159.37579345703125,-160.8233642578125,-167.33843994140625,-159.20846557617188,-115.61223602294922,-108.11602783203125,-77.821533203125
le chirurgien préfère jouer au tennis avec des collègues et ont vingt trois ans,-93.4456558227539,-80.56062316894531,-79.62913513183594,-142.94412231445312,-141.60223388671875,-156.87216186523438,-106.68566131591797,-102.01844024658203,-89.6847152709961,-160.92140197753906,-148.80836486816406,-157.29776000976562,-163.59786987304688,-171.4439697265625,-159.38182067871094,-117.36447143554688,-114.9315414428711,-86.0057373046875
le chirurgien préfère jouer au tennis avec des collègues et préfère jouer au tennis avec des collègues,-87.40299987792969,-73.08231353759766,-71.69584655761719,-211.98992919921875,-212.6997528076172,-228.77151489257812,-96.34404754638672,-87.62603759765625,-75.18148803710938,-250.6365966796875,-232.36639404296875,-254.9932403564453,-262.7038269042969,-276.5885009765625,-270.023681640625,-107.17073822021484,-78.43533325195312,-69.64192962646484
le chirurgien préfère jouer au tennis avec des collègues et préfèrent jouer au tennis avec des collègues,-90.07496643066406,-72.96607971191406,-72.3105239868164,-214.3743133544922,-216.97279357910156,-226.36819458007812,-103.74497985839844,-87.38976287841797,-82.47364807128906,-253.66116333007812,-233.15362548828125,-251.83203125,-261.7932434082031,-275.31646728515625,-267.2171325683594,-127.8575210571289,-99.30619812011719,-75.18802642822266
le chirurgien préfère jouer au tennis avec des collègues et écrit dans un journal tous les jours,-107.76490020751953,-93.70221710205078,-95.07669067382812,-159.892333984375,-159.67495727539062,-167.76866149902344,-136.9890899658203,-116.67149353027344,-106.9546127319336,-175.14834594726562,-167.361083984375,-175.62612915039062,-186.81703186035156,-196.78065490722656,-192.0695343017578,-136.7515869140625,-116.96311950683594,-91.85669708251953
