sentence,fr_childes_best_clm_42,fr_childes_best_clm_30,fr_childes_best_clm_13,fr_wikipedia_best_clm_42,fr_wikipedia_best_clm_30,fr_wikipedia_best_clm_13,fr_childes_convergence_clm_42,fr_childes_convergence_clm_30,fr_childes_convergence_clm_13,fr_wikipedia_convergence_clm_42,fr_wikipedia_convergence_clm_30,fr_wikipedia_convergence_clm_13,fr_wikipedia_best_mlm_42,fr_wikipedia_best_mlm_30,fr_wikipedia_best_mlm_13,fr_childes_best_mlm_42,fr_childes_best_mlm_30,fr_childes_best_mlm_13
le pilote retourne et sont petits,-45.737239837646484,-44.86210632324219,-46.145225524902344,-40.94456100463867,-41.60215759277344,-41.19355010986328,-54.92759704589844,-62.08206558227539,-58.2226676940918,-44.266502380371094,-44.627174377441406,-45.50200653076172,-33.11189270019531,-32.35865020751953,-32.62556457519531,-53.13044357299805,-51.25175476074219,-41.96298599243164
le pilote retourne et est grand,-44.07326889038086,-43.51408004760742,-41.89198303222656,-36.39656066894531,-35.98247146606445,-35.267250061035156,-57.79787063598633,-54.4759521484375,-57.152557373046875,-41.52927017211914,-36.372344970703125,-39.675506591796875,-31.403507232666016,-30.138286590576172,-30.81790542602539,-54.14688491821289,-48.19530487060547,-46.502784729003906
le pilote retourne et sont grands,-44.07356643676758,-44.550601959228516,-44.66753387451172,-40.30860137939453,-40.63799285888672,-40.68374252319336,-55.59706115722656,-59.15092849731445,-54.832515716552734,-43.97023391723633,-43.37763977050781,-46.53659439086914,-33.41864776611328,-31.021697998046875,-31.928089141845703,-55.683937072753906,-48.24314880371094,-44.805076599121094
le pilote retourne et est vieux,-47.87828063964844,-45.25911331176758,-45.00139617919922,-39.603172302246094,-37.935672760009766,-38.583641052246094,-62.67279052734375,-55.139015197753906,-60.866355895996094,-43.80178451538086,-39.067989349365234,-41.80430603027344,-35.93281555175781,-34.41707992553711,-35.28804397583008,-61.22210693359375,-51.00074768066406,-45.59478759765625
le pilote retourne et sont vieux,-49.24658966064453,-47.94269561767578,-48.56751251220703,-44.0106201171875,-42.45471954345703,-42.549644470214844,-59.13250732421875,-57.98421096801758,-61.42570877075195,-49.692562103271484,-46.090309143066406,-47.603660583496094,-38.69533157348633,-38.422576904296875,-35.56194305419922,-65.17947387695312,-57.30638885498047,-55.55548858642578
le pilote retourne et est jeune,-46.72743225097656,-45.2572021484375,-46.0797119140625,-34.77986526489258,-35.40428924560547,-35.598228454589844,-59.60135269165039,-58.632080078125,-64.07582092285156,-39.333526611328125,-35.591827392578125,-39.49363708496094,-28.777297973632812,-27.106597900390625,-30.886268615722656,-57.73968505859375,-45.482887268066406,-44.60458755493164
le pilote retourne et sont jeunes,-51.597373962402344,-52.1822509765625,-51.83759689331055,-41.635108947753906,-39.538536071777344,-41.725074768066406,-64.21361541748047,-61.89523696899414,-68.94207763671875,-45.84522247314453,-43.12956237792969,-45.618717193603516,-34.000179290771484,-32.23846435546875,-34.04802703857422,-71.8245620727539,-67.7667465209961,-56.055999755859375
le consultant retourne et déménage,-48.27753448486328,-44.243629455566406,-49.99658966064453,-77.91366577148438,-79.20237731933594,-72.69619750976562,-61.07463073730469,-59.29912185668945,-53.181602478027344,-82.81011962890625,-93.78136444091797,-89.73604583740234,-97.77143859863281,-94.89358520507812,-98.50457763671875,-57.98799514770508,-54.627296447753906,-53.08116912841797
le consultant retourne et déménagent,-52.095062255859375,-46.660919189453125,-51.88532257080078,-82.60847473144531,-86.45664978027344,-74.57965087890625,-61.863182067871094,-59.84269332885742,-52.787940979003906,-83.477783203125,-100.61978912353516,-98.601318359375,-92.62037658691406,-97.128662109375,-102.40987396240234,-64.28395080566406,-60.270301818847656,-65.25483703613281
le consultant retourne et parle,-45.30087661743164,-41.537689208984375,-46.090797424316406,-45.57276153564453,-43.28135681152344,-42.481292724609375,-58.27595520019531,-55.24051284790039,-42.474212646484375,-54.4052619934082,-47.002601623535156,-51.806793212890625,-40.45878601074219,-40.72282791137695,-42.39950180053711,-56.54533386230469,-56.61737060546875,-54.634151458740234
le consultant retourne et parlent,-48.0755500793457,-44.54557800292969,-48.691253662109375,-51.630516052246094,-46.97875213623047,-47.076194763183594,-58.37214660644531,-53.07822036743164,-47.992088317871094,-59.77943420410156,-51.971038818359375,-58.61126708984375,-40.3528938293457,-38.23249053955078,-39.970855712890625,-59.62446975708008,-54.3524284362793,-57.16875457763672
le consultant retourne et retourne,-42.3851318359375,-39.278648376464844,-44.259666442871094,-43.01982116699219,-40.16482162475586,-38.891082763671875,-54.60169982910156,-52.05818557739258,-43.955108642578125,-49.30339431762695,-43.45857238769531,-44.452171325683594,-33.281070709228516,-32.44659423828125,-34.75843048095703,-53.28422164916992,-46.79209518432617,-47.139129638671875
le consultant retourne et retournent,-51.032318115234375,-48.304405212402344,-49.56925964355469,-48.635032653808594,-43.35967254638672,-43.30445098876953,-61.094642639160156,-66.12793731689453,-53.494537353515625,-51.055145263671875,-47.56036376953125,-50.29846954345703,-37.51528549194336,-36.195804595947266,-36.852638244628906,-65.31909942626953,-56.48802947998047,-59.57658767700195
le consultant retourne et est petit,-51.311683654785156,-47.852256774902344,-48.27330017089844,-48.79241180419922,-49.1108512878418,-45.890464782714844,-57.87187194824219,-62.22028732299805,-51.93384552001953,-55.22076416015625,-48.62638854980469,-52.649635314941406,-48.46511459350586,-46.202606201171875,-45.88386535644531,-72.66967010498047,-66.59893035888672,-61.72861099243164
le consultant retourne et sont petits,-51.61249542236328,-49.995269775390625,-52.92254638671875,-55.511287689208984,-54.40436935424805,-52.348541259765625,-63.09943389892578,-66.48004150390625,-53.62358856201172,-60.52970886230469,-56.617408752441406,-59.95335388183594,-51.07941436767578,-48.911293029785156,-47.87156677246094,-69.98333740234375,-62.83424377441406,-55.719573974609375
le consultant retourne et est grand,-51.51759338378906,-48.03807067871094,-49.456695556640625,-50.252471923828125,-49.58250045776367,-46.886192321777344,-62.075157165527344,-64.63227844238281,-56.82472229003906,-58.10069274902344,-50.231781005859375,-56.93359375,-47.10841369628906,-43.8473014831543,-45.9786491394043,-70.72212219238281,-64.02042388916016,-63.1852912902832
le consultant retourne et sont grands,-49.909400939941406,-49.84660339355469,-52.145416259765625,-54.33693313598633,-52.33720016479492,-51.94060516357422,-58.92577362060547,-64.65938568115234,-53.76105499267578,-60.136871337890625,-54.389808654785156,-61.610801696777344,-50.008872985839844,-46.43936538696289,-46.684139251708984,-69.97412109375,-60.11301803588867,-58.02075958251953
le consultant retourne et est vieux,-54.18103790283203,-48.35884094238281,-51.84455108642578,-53.04359817504883,-52.99470901489258,-50.046592712402344,-64.92876434326172,-62.160037994384766,-55.171363830566406,-61.0675048828125,-57.204200744628906,-59.21508026123047,-50.99815368652344,-49.85420227050781,-49.6031494140625,-75.73548126220703,-62.79082107543945,-63.6612548828125
le consultant retourne et sont vieux,-54.39302062988281,-52.45597839355469,-56.63421630859375,-57.69086456298828,-55.92795181274414,-53.69334411621094,-61.27435302734375,-63.81227493286133,-59.3170166015625,-66.50193786621094,-59.856231689453125,-63.043113708496094,-54.44934844970703,-55.176509857177734,-50.37482833862305,-80.66726684570312,-67.5521011352539,-72.58135223388672
le consultant retourne et est jeune,-54.52503967285156,-49.829246520996094,-53.666603088378906,-48.226219177246094,-50.827117919921875,-46.617958068847656,-65.06620025634766,-67.94403076171875,-58.996498107910156,-56.25218963623047,-51.686500549316406,-55.19458770751953,-44.79377365112305,-42.32417297363281,-45.78661346435547,-73.60872650146484,-61.69610595703125,-62.89427185058594
le consultant retourne et sont jeunes,-59.11164093017578,-56.91392517089844,-59.56587600708008,-56.31086730957031,-53.454471588134766,-53.55169677734375,-71.98007202148438,-69.34382629394531,-63.08077621459961,-62.389305114746094,-57.055335998535156,-62.36634063720703,-51.413944244384766,-49.624961853027344,-49.10912322998047,-86.82964324951172,-75.81829071044922,-72.64326477050781
l' auteur est petit et déménage,-48.3863410949707,-46.13206100463867,-44.70445251464844,-72.74185180664062,-81.58892059326172,-74.28646850585938,-51.95040512084961,-58.361167907714844,-62.168006896972656,-83.98161315917969,-87.7078857421875,-86.3374252319336,-89.55463409423828,-87.26065826416016,-89.62773895263672,-52.74940490722656,-52.99110412597656,-40.91593933105469
l' auteur est petit et déménagent,-53.02009201049805,-47.450660705566406,-46.91724395751953,-78.67799377441406,-88.92613983154297,-75.87483215332031,-55.482421875,-55.10235595703125,-60.567806243896484,-82.13607025146484,-94.12722778320312,-97.2493896484375,-88.25824737548828,-93.47087097167969,-94.88861083984375,-56.542236328125,-55.339847564697266,-49.48303985595703
l' auteur est petit et parle,-43.15587615966797,-43.26945495605469,-42.09916305541992,-40.444580078125,-42.25807189941406,-39.04520797729492,-47.92662811279297,-51.34044647216797,-56.13236618041992,-40.681705474853516,-44.08942794799805,-39.88347244262695,-32.766571044921875,-27.822895050048828,-29.65440559387207,-50.61865997314453,-45.182735443115234,-33.237735748291016
l' auteur est petit et parlent,-45.82918930053711,-46.924095153808594,-44.889591217041016,-43.537261962890625,-43.49491500854492,-43.347965240478516,-44.24574279785156,-55.11592102050781,-54.61992645263672,-43.77533721923828,-44.20783233642578,-44.55186462402344,-34.73838806152344,-32.10713577270508,-32.086666107177734,-54.67259979248047,-48.92101287841797,-37.77668762207031
l' auteur est petit et retourne,-45.000064849853516,-44.38568115234375,-43.41926956176758,-38.423316955566406,-42.14225769042969,-37.78081130981445,-50.48548126220703,-55.336891174316406,-56.81053161621094,-39.460540771484375,-40.9898567199707,-37.21035385131836,-32.3422737121582,-29.435144424438477,-31.973312377929688,-58.500267028808594,-51.96768569946289,-39.66312789916992
l' auteur est petit et retournent,-51.579307556152344,-48.167945861816406,-44.16514587402344,-42.43794631958008,-42.53715515136719,-43.74517059326172,-60.2961311340332,-62.38298797607422,-61.25459671020508,-41.719486236572266,-44.835052490234375,-44.21663284301758,-39.89309310913086,-33.493473052978516,-36.27573776245117,-54.061683654785156,-53.80336380004883,-45.42162322998047
l' auteur est petit et est petit,-41.012962341308594,-42.360050201416016,-37.44062042236328,-43.17670440673828,-47.218326568603516,-43.03788757324219,-48.41938018798828,-54.071449279785156,-54.51637649536133,-43.4112434387207,-45.80558776855469,-43.21011734008789,-40.40497970581055,-31.159921646118164,-32.10981750488281,-46.812225341796875,-35.44552230834961,-27.01310920715332
l' auteur est petit et sont petits,-44.92656326293945,-47.363643646240234,-42.62772750854492,-49.580848693847656,-51.86420822143555,-49.33089065551758,-49.803157806396484,-57.123504638671875,-54.52241897583008,-50.14548110961914,-53.651283264160156,-53.9417724609375,-38.24619674682617,-34.13779830932617,-33.58433151245117,-53.497928619384766,-45.07889938354492,-26.99392318725586
l' auteur est petit et est grand,-42.404197692871094,-44.427677154541016,-40.252220153808594,-45.08090591430664,-47.53972244262695,-43.094478607177734,-50.45541000366211,-57.83396911621094,-57.69639587402344,-46.829681396484375,-47.449058532714844,-44.241661071777344,-41.88235092163086,-33.960689544677734,-36.726314544677734,-46.99482727050781,-37.791873931884766,-28.583812713623047
l' auteur est petit et sont grands,-46.28624725341797,-47.183406829833984,-43.26551055908203,-48.59893798828125,-49.96162796020508,-49.35330581665039,-47.248165130615234,-57.10136032104492,-54.226165771484375,-48.1644287109375,-51.902061462402344,-54.09161376953125,-40.384246826171875,-34.09109115600586,-33.467124938964844,-55.09646224975586,-44.592384338378906,-30.246414184570312
l' auteur est petit et est vieux,-48.14558410644531,-47.750389099121094,-46.217193603515625,-46.756568908691406,-49.049373626708984,-45.99625015258789,-59.73633575439453,-61.85430145263672,-70.2845458984375,-49.54087448120117,-51.395973205566406,-49.421173095703125,-42.90966033935547,-35.433345794677734,-36.14497756958008,-54.855899810791016,-46.09288787841797,-33.94694900512695
l' auteur est petit et sont vieux,-53.270912170410156,-52.79190444946289,-47.36323547363281,-50.637725830078125,-51.2607307434082,-50.57797622680664,-59.28968811035156,-59.69810104370117,-63.91289520263672,-52.41328811645508,-53.686309814453125,-55.22142791748047,-44.181121826171875,-36.075016021728516,-35.92151641845703,-66.1349105834961,-57.066558837890625,-41.88737869262695
l' auteur est petit et est jeune,-47.74229049682617,-47.79485321044922,-47.385894775390625,-43.24880599975586,-47.05085372924805,-42.739471435546875,-58.094749450683594,-64.30243682861328,-65.76463317871094,-45.825035095214844,-45.16248321533203,-42.35298156738281,-39.80597686767578,-31.3977108001709,-35.46306228637695,-52.11944580078125,-45.129417419433594,-35.264793395996094
l' auteur est petit et sont jeunes,-58.006072998046875,-55.731842041015625,-52.17865753173828,-49.43926239013672,-51.90434646606445,-50.94453048706055,-68.47055053710938,-67.38169860839844,-70.54951477050781,-49.035030364990234,-55.162139892578125,-55.076316833496094,-42.19538879394531,-38.38931655883789,-37.04896545410156,-73.65695190429688,-67.76678466796875,-49.60386657714844
le directeur est petit et déménage,-44.64287567138672,-45.92955017089844,-45.38261795043945,-69.47449493408203,-73.68978118896484,-65.98950958251953,-59.767059326171875,-63.428184509277344,-57.017494201660156,-73.18051147460938,-78.79325866699219,-80.93942260742188,-86.28364562988281,-86.94793701171875,-87.3647232055664,-58.40617752075195,-46.72148132324219,-41.523101806640625
le directeur est petit et déménagent,-48.496009826660156,-46.94450378417969,-48.6328010559082,-76.46812438964844,-80.19166564941406,-66.64154052734375,-57.115806579589844,-56.061439514160156,-58.33668518066406,-73.80712890625,-84.77027130126953,-91.19725036621094,-84.50192260742188,-92.63313293457031,-92.7257308959961,-62.92784881591797,-48.84199905395508,-51.28558349609375
le directeur est petit et parle,-37.18231964111328,-41.8914680480957,-41.28911209106445,-36.48805236816406,-38.257110595703125,-32.43996810913086,-51.62830352783203,-51.8563232421875,-52.08496856689453,-37.95613098144531,-37.95473861694336,-35.85935592651367,-32.011314392089844,-30.015806198120117,-28.607263565063477,-56.90596008300781,-39.4460334777832,-32.10009765625
le directeur est petit et parlent,-41.41864013671875,-46.134212493896484,-44.78384017944336,-39.53330993652344,-39.400909423828125,-36.890708923339844,-49.09829330444336,-54.13188934326172,-54.111534118652344,-43.27741241455078,-39.07994842529297,-40.16972732543945,-34.21097946166992,-33.97576904296875,-29.358579635620117,-61.91203308105469,-42.17591857910156,-38.50413131713867
le directeur est petit et retourne,-39.88623046875,-42.92552947998047,-43.903812408447266,-34.435611724853516,-37.63963317871094,-30.567638397216797,-51.229278564453125,-53.444801330566406,-50.804649353027344,-36.175193786621094,-35.67128372192383,-31.58788299560547,-27.77423667907715,-29.33991241455078,-28.601482391357422,-62.59640121459961,-48.410282135009766,-42.798614501953125
le directeur est petit et retournent,-46.710792541503906,-48.229576110839844,-44.65281295776367,-37.55892562866211,-35.938377380371094,-34.24122619628906,-59.07160186767578,-65.83024597167969,-63.49024963378906,-36.59918212890625,-38.73627853393555,-37.05534744262695,-36.01267623901367,-31.001123428344727,-32.24823760986328,-60.778106689453125,-44.15612030029297,-43.06303787231445
le directeur est petit et est petit,-38.16526794433594,-42.56792449951172,-37.591957092285156,-38.789466857910156,-41.83772277832031,-35.29833221435547,-48.149322509765625,-51.490840911865234,-52.912841796875,-39.38105010986328,-40.186954498291016,-37.19157791137695,-37.86725997924805,-35.35869216918945,-32.856727600097656,-53.653839111328125,-34.38048553466797,-31.274673461914062
le directeur est petit et sont petits,-41.1300048828125,-46.79369354248047,-43.28998565673828,-45.971336364746094,-47.173583984375,-41.690948486328125,-50.472496032714844,-59.576778411865234,-54.86451721191406,-46.371559143066406,-46.30318069458008,-47.229000091552734,-35.75962829589844,-36.29595947265625,-32.18700408935547,-61.85652542114258,-41.33152770996094,-31.70696258544922
le directeur est petit et est grand,-39.44406509399414,-43.592430114746094,-39.57481002807617,-40.166236877441406,-41.657432556152344,-36.64915466308594,-52.570655822753906,-54.188926696777344,-57.84156799316406,-42.84584045410156,-41.83085632324219,-41.529727935791016,-39.1588249206543,-36.18088150024414,-35.86071014404297,-52.737571716308594,-36.90126037597656,-32.88265609741211
le directeur est petit et sont grands,-41.49665832519531,-46.301483154296875,-43.285247802734375,-44.26896286010742,-45.465003967285156,-41.433555603027344,-48.96800994873047,-58.38798141479492,-54.840858459472656,-43.70256042480469,-43.9793701171875,-47.1301383972168,-38.39163589477539,-35.60808563232422,-32.667842864990234,-62.91194152832031,-40.927459716796875,-33.486915588378906
le directeur est petit et est vieux,-43.82838439941406,-45.6707763671875,-44.26033401489258,-42.957061767578125,-44.26434326171875,-39.036155700683594,-57.56889343261719,-55.52680206298828,-67.57543182373047,-46.626930236816406,-46.437469482421875,-43.96810531616211,-40.69114685058594,-39.66362762451172,-36.419921875,-61.889404296875,-39.62137985229492,-38.321861267089844
le directeur est petit et sont vieux,-47.23235321044922,-51.25474548339844,-47.47719192504883,-47.68303680419922,-47.23798370361328,-43.099952697753906,-59.0029296875,-62.0200309753418,-64.38885498046875,-50.80853271484375,-48.10934066772461,-49.55367660522461,-42.06681442260742,-40.56686782836914,-35.17395782470703,-74.0239028930664,-51.43397903442383,-47.76941680908203
le directeur est petit et est jeune,-43.23113250732422,-46.10956573486328,-45.79337692260742,-39.728084564208984,-42.882225036621094,-36.75567626953125,-58.271209716796875,-59.03242874145508,-64.13954162597656,-42.703163146972656,-41.533973693847656,-38.233219146728516,-36.7602424621582,-34.155948638916016,-35.918521881103516,-57.70439147949219,-40.71665954589844,-37.24435806274414
le directeur est petit et sont jeunes,-52.19525909423828,-56.802024841308594,-53.95848083496094,-46.49269485473633,-46.12164306640625,-43.535919189453125,-62.4643669128418,-75.0561752319336,-70.40477752685547,-48.25666046142578,-46.59495162963867,-48.3009147644043,-39.18699264526367,-39.61293411254883,-35.68178939819336,-84.19947814941406,-62.356842041015625,-55.24535369873047
l' agriculteur est petit et déménage,-49.70613479614258,-48.233924865722656,-51.59367370605469,-67.65139770507812,-80.72798156738281,-73.127197265625,-67.59844207763672,-56.02125930786133,-73.3318099975586,-73.79505157470703,-85.2163314819336,-79.66136932373047,-96.80601501464844,-96.78820037841797,-97.8428955078125,-81.45121765136719,-73.07025146484375,-63.906349182128906
l' agriculteur est petit et déménagent,-55.036033630371094,-51.29381561279297,-55.12742614746094,-73.98624420166016,-88.12000274658203,-74.70121765136719,-68.7512435913086,-58.98623275756836,-79.02953338623047,-75.39147186279297,-92.48175811767578,-89.42998504638672,-95.3984375,-102.51031494140625,-102.64704895019531,-85.24113464355469,-78.1934814453125,-75.59986877441406
l' agriculteur est petit et parle,-45.067474365234375,-46.15399932861328,-47.69702911376953,-35.60332489013672,-41.355323791503906,-37.213504791259766,-60.605594635009766,-54.7295036315918,-69.5707778930664,-38.36846923828125,-42.74965286254883,-38.1198616027832,-43.44660568237305,-38.74568176269531,-40.434513092041016,-77.22618865966797,-64.97903442382812,-56.778236389160156
l' agriculteur est petit et parlent,-47.51716613769531,-48.98518371582031,-51.66261291503906,-39.95157241821289,-41.78494644165039,-41.35029983520508,-57.07681655883789,-56.910953521728516,-72.66826629638672,-40.17888259887695,-43.20690155029297,-44.33622741699219,-41.57496643066406,-38.9573974609375,-37.00025177001953,-81.25220489501953,-70.66206359863281,-62.832176208496094
l' agriculteur est petit et retourne,-46.69485092163086,-45.327491760253906,-48.329803466796875,-32.72227478027344,-40.09452819824219,-34.87989044189453,-63.74179458618164,-52.682979583740234,-67.75939178466797,-34.74201583862305,-39.91840744018555,-34.3453369140625,-41.29368209838867,-36.967010498046875,-36.9485969543457,-86.20687103271484,-75.70513916015625,-64.00199890136719
l' agriculteur est petit et retournent,-51.348384857177734,-52.03270721435547,-51.82500457763672,-38.050987243652344,-39.38018798828125,-40.86687088012695,-71.35272216796875,-63.73294448852539,-82.35330963134766,-37.41729736328125,-41.43233108520508,-42.215267181396484,-46.13447570800781,-40.417388916015625,-42.19001770019531,-81.69741821289062,-79.35858917236328,-69.29606628417969
l' agriculteur est petit et est petit,-43.45112991333008,-44.752777099609375,-43.86248016357422,-36.437313079833984,-43.09355926513672,-40.31206130981445,-56.61447525024414,-47.2809944152832,-73.8215103149414,-38.87085723876953,-42.287933349609375,-41.357765197753906,-46.96406173706055,-40.70348358154297,-38.046085357666016,-66.5060806274414,-56.514366149902344,-51.85731506347656
l' agriculteur est petit et sont petits,-46.62968444824219,-50.36480712890625,-49.957000732421875,-43.080291748046875,-47.11263656616211,-44.304290771484375,-58.66830062866211,-60.57728958129883,-71.50702667236328,-44.324588775634766,-48.598915100097656,-47.54241943359375,-44.47391891479492,-43.15636444091797,-38.947021484375,-73.90633392333984,-69.91265106201172,-52.325096130371094
l' agriculteur est petit et est grand,-45.376319885253906,-47.53401184082031,-47.33397674560547,-38.906761169433594,-44.25867462158203,-41.135765075683594,-60.56166458129883,-49.73311996459961,-79.03614044189453,-41.188026428222656,-44.340152740478516,-43.67424774169922,-48.775291442871094,-42.911041259765625,-42.25318145751953,-68.88665771484375,-60.58238983154297,-54.127105712890625
l' agriculteur est petit et sont grands,-47.96290969848633,-50.29993438720703,-50.46277618408203,-42.731590270996094,-46.05877685546875,-44.43428421020508,-57.57112503051758,-58.96603775024414,-76.8786392211914,-43.08107376098633,-46.8394775390625,-48.28580093383789,-47.549381256103516,-43.389747619628906,-39.98623275756836,-76.61905670166016,-68.74017333984375,-53.69260787963867
l' agriculteur est petit et est vieux,-49.85630416870117,-49.845848083496094,-52.938392639160156,-41.044456481933594,-45.85034942626953,-43.720611572265625,-69.01258850097656,-55.3946418762207,-86.90081024169922,-44.460479736328125,-47.2026252746582,-46.34619903564453,-50.945594787597656,-45.88037109375,-43.729148864746094,-77.95112609863281,-67.38907623291016,-59.874855041503906
l' agriculteur est petit et sont vieux,-54.100181579589844,-54.5838623046875,-54.939476013183594,-45.18907165527344,-48.051048278808594,-46.80873107910156,-67.77132415771484,-60.99464797973633,-79.34088897705078,-47.934200286865234,-50.789306640625,-51.327152252197266,-52.21251678466797,-48.007381439208984,-43.17774200439453,-86.92396545410156,-77.79163360595703,-68.68839263916016
l' agriculteur est petit et est jeune,-49.813690185546875,-49.12335968017578,-54.42805480957031,-38.019447326660156,-44.38728332519531,-40.92056655883789,-69.5771713256836,-55.97230911254883,-85.04825592041016,-41.042388916015625,-43.20464324951172,-41.426658630371094,-48.75567626953125,-41.91626739501953,-43.589351654052734,-74.88166046142578,-65.80364227294922,-61.90141296386719
l' agriculteur est petit et sont jeunes,-58.05304718017578,-57.828651428222656,-58.02388000488281,-44.241981506347656,-48.13764572143555,-46.04509353637695,-73.34535217285156,-65.98446655273438,-91.04661560058594,-43.61429214477539,-49.66619873046875,-48.83367156982422,-49.189083099365234,-48.329139709472656,-43.93825149536133,-99.44711303710938,-89.52812957763672,-74.80814361572266
le chirurgien est petit et déménage,-59.69715881347656,-47.739967346191406,-49.3348274230957,-68.874267578125,-72.5110092163086,-64.31664276123047,-56.54427719116211,-59.555667877197266,-45.555381774902344,-79.40773010253906,-73.45587158203125,-65.87774658203125,-85.52483367919922,-89.66597747802734,-89.80583953857422,-70.50194549560547,-60.018184661865234,-59.757686614990234
le chirurgien est petit et déménagent,-64.62903594970703,-50.29646301269531,-52.90214157104492,-75.46240234375,-80.13858032226562,-65.82669067382812,-55.15987014770508,-56.745826721191406,-47.06092834472656,-81.0515365600586,-80.0418701171875,-76.58081817626953,-83.86299133300781,-95.13920593261719,-95.455322265625,-73.18440246582031,-60.332759857177734,-68.74085235595703
le chirurgien est petit et parle,-54.41312026977539,-44.751861572265625,-45.99689865112305,-32.07828903198242,-32.820003509521484,-30.932735443115234,-49.85515594482422,-53.459285736083984,-41.652191162109375,-33.713287353515625,-30.073862075805664,-26.368194580078125,-33.119197845458984,-34.59033966064453,-33.230987548828125,-66.4367904663086,-52.85399627685547,-53.250789642333984
le chirurgien est petit et parlent,-57.30997085571289,-48.405181884765625,-48.831851959228516,-38.01803970336914,-33.74445343017578,-36.180213928222656,-48.14459228515625,-52.80301284790039,-40.664161682128906,-37.99738311767578,-29.013526916503906,-31.04707145690918,-32.73274230957031,-35.10734939575195,-31.67002296447754,-71.54768371582031,-56.58342361450195,-55.73664474487305
le chirurgien est petit et retourne,-57.762752532958984,-45.43749237060547,-47.76459884643555,-30.256580352783203,-31.782833099365234,-29.376272201538086,-50.26466751098633,-51.44423294067383,-41.258827209472656,-32.00592041015625,-26.387863159179688,-22.0537109375,-32.4387321472168,-34.216156005859375,-31.902393341064453,-74.79898071289062,-57.54677200317383,-60.17039489746094
le chirurgien est petit et retournent,-62.654510498046875,-49.817718505859375,-49.51151657104492,-35.8863525390625,-32.33329772949219,-35.653133392333984,-62.39424514770508,-59.58273696899414,-47.252967834472656,-33.89007568359375,-28.947795867919922,-28.21497917175293,-36.59223175048828,-34.65126419067383,-34.940711975097656,-71.66221618652344,-57.47657775878906,-64.40011596679688
le chirurgien est petit et est petit,-53.76823043823242,-44.01866149902344,-41.89308547973633,-33.9990348815918,-36.1827392578125,-34.474517822265625,-44.754669189453125,-47.75131607055664,-41.90308380126953,-36.591461181640625,-32.10636520385742,-27.52921485900879,-39.39720153808594,-36.97643280029297,-31.518478393554688,-59.77565383911133,-44.34638595581055,-49.33837890625
le chirurgien est petit et sont petits,-56.06711959838867,-49.833518981933594,-47.996089935302734,-41.80614471435547,-41.8118896484375,-40.2642936706543,-45.73417663574219,-57.89524841308594,-43.52369689941406,-41.289154052734375,-37.27456283569336,-36.614646911621094,-35.970943450927734,-38.754737854003906,-32.18495178222656,-65.83938598632812,-49.67155838012695,-49.72673797607422
le chirurgien est petit et est grand,-55.390830993652344,-46.05287170410156,-44.2360725402832,-36.36039352416992,-37.21319580078125,-35.771568298339844,-49.93385314941406,-48.646018981933594,-44.64471435546875,-39.92182540893555,-34.37732696533203,-32.038822174072266,-40.06607437133789,-39.059959411621094,-34.67797088623047,-60.46923828125,-46.05475997924805,-49.560081481933594
le chirurgien est petit et sont grands,-57.023414611816406,-50.193634033203125,-48.84514236450195,-40.940391540527344,-40.16141891479492,-39.93381881713867,-44.89248275756836,-57.79183578491211,-43.51600646972656,-39.93321990966797,-35.706459045410156,-37.49796676635742,-38.79389190673828,-38.41010665893555,-32.190948486328125,-68.75162506103516,-49.93714141845703,-50.397300720214844
le chirurgien est petit et est vieux,-60.624717712402344,-48.997772216796875,-49.66376876831055,-38.223907470703125,-38.81486129760742,-38.58618927001953,-55.62583541870117,-54.851688385009766,-53.57203674316406,-41.65036392211914,-36.81818389892578,-36.05255889892578,-42.140926361083984,-41.64441680908203,-36.089080810546875,-69.95497131347656,-53.343326568603516,-57.52838897705078
le chirurgien est petit et sont vieux,-63.33757400512695,-54.262611389160156,-53.0143928527832,-43.37767028808594,-41.789642333984375,-42.33696365356445,-52.2039680480957,-58.93705368041992,-50.447364807128906,-44.167274475097656,-39.11797332763672,-40.776493072509766,-42.56233596801758,-42.581451416015625,-34.80757141113281,-79.96863555908203,-63.95954513549805,-64.50318908691406
le chirurgien est petit et est jeune,-60.114749908447266,-49.399375915527344,-51.23623275756836,-35.1383056640625,-37.48146438598633,-35.13684844970703,-56.1096305847168,-56.11559295654297,-47.58473205566406,-39.76481246948242,-32.81055450439453,-29.938791275024414,-41.356834411621094,-39.595584869384766,-37.689857482910156,-65.72937774658203,-54.33729934692383,-56.36919021606445
le chirurgien est petit et sont jeunes,-67.79945373535156,-58.591861724853516,-57.321205139160156,-42.45697021484375,-42.24795150756836,-41.769012451171875,-60.0037956237793,-65.79366302490234,-60.8870849609375,-41.670326232910156,-38.54275131225586,-38.13488006591797,-40.87279510498047,-43.78850555419922,-37.16201400756836,-90.81713104248047,-70.8865737915039,-70.01199340820312
le sénateur est petit et déménage,-51.26321029663086,-49.7859001159668,-47.53640365600586,-84.82658386230469,-106.7657699584961,-85.74687194824219,-81.84606170654297,-68.78438568115234,-63.82943344116211,-106.50758361816406,-116.19914245605469,-104.7857437133789,-114.50244140625,-116.94058227539062,-111.25344848632812,-66.66484069824219,-57.69168472290039,-47.933998107910156
